sku,pick_frequency,total_quantity_ea,active_days,cumulative_frequency_share,velocity_class,req_max_item_length,req_max_item_width,req_max_item_height,req_max_item_weight,physical_data_status,physical_storage_class
107256,1208,4593.0,155,0.515371,A,3.9,12.5,3.1,50.0,COMPLETE,STANDARD
134683,1208,24950.0,145,0.5166,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110216,1206,28920.0,170,0.517827,A,4.3,8.6,7.4,30.0,COMPLETE,STANDARD
107398,1205,3474.0,164,0.519053,A,3.5,7.7,3.7,45.0,COMPLETE,STANDARD
125176,1205,8913.0,177,0.520279,A,4.5,2.0,9.3,,MISSING,UNVERIFIED_OVERSIZE
112036,1202,15290.0,169,0.521502,A,10.5,2.5,5.2,,MISSING,UNVERIFIED_OVERSIZE
112452,1199,3500.0,177,0.522721,A,4.2,9.8,2.5,60.0,COMPLETE,STANDARD
107396,1193,2869.0,164,0.523935,A,5.6,6.3,11.7,55.0,COMPLETE,STANDARD
107103,1192,3889.0,176,0.525148,A,9.1,10.4,2.9,25.0,COMPLETE,STANDARD
101013,1189,9828.0,156,0.526357,A,3.4,16.3,7.0,25.0,COMPLETE,OVERSIZE
101151,1188,3498.0,119,0.527566,A,4.2,7.0,9.6,80.0,COMPLETE,STANDARD
107297,1187,10701.0,169,0.528773,A,2.1,7.0,1.7,25.0,COMPLETE,STANDARD
110482,1187,12672.0,172,0.529981,A,7.1,10.9,3.0,45.0,COMPLETE,STANDARD
124207,1187,34240.0,74,0.531188,A,6.4,10.8,4.0,55.0,COMPLETE,STANDARD
110297,1183,25344.0,177,0.532392,A,9.1,12.9,9.6,100.0,COMPLETE,STANDARD
110324,1170,17414.0,166,0.533582,A,7.0,6.5,11.0,,MISSING,UNVERIFIED_OVERSIZE
110492,1169,119010.0,102,0.534771,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110391,1166,9002.0,176,0.535958,A,7.5,10.4,2.6,15.0,COMPLETE,STANDARD
111283,1158,18474.0,163,0.537136,A,14.1,7.7,7.2,,MISSING,UNVERIFIED_OVERSIZE
110582,1155,2827.0,171,0.538311,A,3.5,7.0,3.2,15.0,COMPLETE,STANDARD
112070,1155,2208.0,177,0.539486,A,3.9,10.0,11.8,80.0,COMPLETE,STANDARD
101200,1151,4188.0,177,0.540656,A,4.2,12.7,2.7,465.0,COMPLETE,OVERWEIGHT
107177,1149,32850.0,85,0.541825,A,11.3,17.5,6.0,90.0,COMPLETE,OVERSIZE
110171,1146,6940.0,176,0.542991,A,5.6,13.6,2.6,50.0,COMPLETE,STANDARD
111330,1145,40252.0,177,0.544156,A,5.0,9.5,4.0,45.0,COMPLETE,STANDARD
112294,1144,3071.0,177,0.54532,A,4.0,12.7,3.2,45.0,COMPLETE,STANDARD
110393,1141,226800.0,177,0.546481,A,4.7,5.5,11.9,190.0,COMPLETE,STANDARD
112292,1136,2877.0,158,0.547636,A,4.8,17.4,2.8,45.0,COMPLETE,OVERSIZE
112040,1135,22120.0,168,0.548791,A,5.4,13.9,4.3,55.0,COMPLETE,STANDARD
110293,1134,17200.0,116,0.549944,A,5.0,11.6,4.1,50.0,COMPLETE,STANDARD
110479,1134,10749.0,168,0.551098,A,12.5,2.3,6.5,,MISSING,UNVERIFIED_OVERSIZE
110494,1134,8440.0,177,0.552252,A,4.8,12.5,3.9,10.0,COMPLETE,STANDARD
138935,1131,33444.0,91,0.553402,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110278,1119,166100.0,164,0.554541,A,20.2,8.3,16.6,,MISSING,UNVERIFIED_OVERSIZE
110344,1119,23250.0,162,0.555679,A,4.3,10.6,4.3,30.0,COMPLETE,STANDARD
107172,1116,4556.0,96,0.556814,A,6.2,5.5,12.5,,MISSING,UNVERIFIED_OVERSIZE
134598,1116,15690.0,175,0.55795,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110703,1115,6524.0,155,0.559084,A,4.3,10.5,2.2,20.0,COMPLETE,STANDARD
113194,1113,22560.0,178,0.560216,A,9.0,6.0,9.0,,MISSING,UNVERIFIED_OVERSIZE
101185,1110,2370.0,167,0.561345,A,4.5,14.4,3.7,50.0,COMPLETE,STANDARD
112208,1110,244200.0,172,0.562475,A,4.5,8.5,4.9,35.0,COMPLETE,STANDARD
126308,1109,6774.0,174,0.563603,A,5.7,10.8,3.4,80.0,COMPLETE,STANDARD
101104,1107,5040.0,98,0.564729,A,6.7,12.8,3.2,25.0,COMPLETE,STANDARD
111295,1101,13071.0,154,0.565849,A,13.0,2.5,5.5,,MISSING,UNVERIFIED_OVERSIZE
110161,1100,175400.0,176,0.566968,A,8.2,14.0,7.5,70.0,COMPLETE,STANDARD
111996,1097,24500.0,141,0.568084,A,9.6,9.6,6.0,,MISSING,UNVERIFIED_OVERSIZE
117415,1092,6512.0,157,0.569195,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110289,1089,5984.0,175,0.570303,A,9.0,2.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
110543,1086,28640.0,175,0.571407,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110398,1084,17510.0,167,0.57251,A,8.2,9.6,7.1,75.0,COMPLETE,STANDARD
110483,1081,22240.0,174,0.57361,A,10.0,4.5,5.5,,MISSING,UNVERIFIED_OVERSIZE
107281,1078,3581.0,133,0.574707,A,4.1,12.8,3.7,25.0,COMPLETE,STANDARD
110484,1076,21042.0,177,0.575801,A,11.0,4.5,7.0,,MISSING,UNVERIFIED_OVERSIZE
123035,1076,12448.0,174,0.576896,A,5.8,8.4,2.2,15.0,COMPLETE,STANDARD
107336,1075,2287.0,167,0.577989,A,4.0,11.4,2.5,75.0,COMPLETE,STANDARD
110234,1069,8890.0,169,0.579077,A,7.5,14.6,2.6,45.0,COMPLETE,STANDARD
118475,1065,33350.0,77,0.58016,A,,,,,MISSING,UNVERIFIED_OVERSIZE
107407,1064,2998.0,176,0.581243,A,4.5,10.1,2.3,25.0,COMPLETE,STANDARD
110599,1064,10008.0,162,0.582325,A,13.7,3.0,7.0,,MISSING,UNVERIFIED_OVERSIZE
126833,1062,14752.0,102,0.583406,A,3.7,11.0,8.8,40.0,COMPLETE,STANDARD
124402,1060,9772.0,134,0.584484,A,4.0,12.9,6.6,135.0,COMPLETE,STANDARD
126834,1059,8106.0,167,0.585561,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101060,1058,8934.0,171,0.586638,A,3.5,11.2,4.7,15.0,COMPLETE,STANDARD
110142,1058,6774.0,169,0.587714,A,4.0,16.3,7.7,23.0,COMPLETE,OVERSIZE
110137,1056,7384.0,176,0.588788,A,5.7,13.5,2.5,20.0,COMPLETE,STANDARD
138355,1052,4752.0,172,0.589858,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110325,1051,14604.0,156,0.590927,A,6.4,11.4,7.0,105.0,COMPLETE,STANDARD
107276,1050,3579.0,124,0.591996,A,11.5,2.5,2.8,,MISSING,UNVERIFIED_OVERSIZE
110357,1050,15803.0,104,0.593064,A,5.2,5.2,12.6,,MISSING,UNVERIFIED_OVERSIZE
101202,1044,2635.0,153,0.594126,A,,,,,MISSING,UNVERIFIED_OVERSIZE
124008,1044,38150.0,173,0.595188,A,9.1,11.2,12.0,125.0,COMPLETE,STANDARD
111239,1043,11055.0,163,0.596249,A,7.1,11.1,2.7,12.0,COMPLETE,STANDARD
112367,1042,10048.0,172,0.597309,A,12.6,2.5,7.0,,MISSING,UNVERIFIED_OVERSIZE
110528,1039,2950.0,170,0.598366,A,3.6,11.6,2.8,25.0,COMPLETE,STANDARD
110572,1036,3266.0,149,0.59942,A,3.5,7.0,3.2,15.0,COMPLETE,STANDARD
112451,1024,3724.0,159,0.600462,A,3.7,11.6,2.8,10.0,COMPLETE,STANDARD
110349,1023,59700.0,175,0.601502,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110511,1020,7730.0,169,0.60254,A,15.0,2.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
101147,1017,14357.0,72,0.603575,A,4.0,3.0,11.8,,MISSING,UNVERIFIED_OVERSIZE
101177,1015,2586.0,166,0.604607,A,4.9,3.0,9.6,,MISSING,UNVERIFIED_OVERSIZE
111226,1009,6662.0,169,0.605634,A,2.8,14.0,6.0,30.0,COMPLETE,STANDARD
111363,1009,8868.0,169,0.60666,A,3.5,12.6,5.5,80.0,COMPLETE,STANDARD
107124,1006,2869.0,177,0.607683,A,6.7,9.0,2.4,20.0,COMPLETE,STANDARD
111207,1005,28030.0,114,0.608706,A,4.6,9.5,5.1,45.0,COMPLETE,STANDARD
110267,1003,11910.0,134,0.609726,A,6.1,13.0,7.7,,MISSING,UNVERIFIED_OVERSIZE
101291,1002,2993.0,175,0.610746,A,6.5,9.1,2.5,25.0,COMPLETE,STANDARD
110521,998,3490.0,164,0.611761,A,4.3,12.5,3.0,25.0,COMPLETE,STANDARD
107334,988,3489.0,156,0.612766,A,9.0,1.8,2.3,,MISSING,UNVERIFIED_OVERSIZE
112371,987,9795.0,153,0.61377,A,13.7,3.0,7.2,,MISSING,UNVERIFIED_OVERSIZE
111252,976,17890.0,160,0.614763,A,12.2,6.0,5.2,,MISSING,UNVERIFIED_OVERSIZE
111373,975,10955.0,150,0.615755,A,3.7,10.8,8.5,120.0,COMPLETE,STANDARD
113201,975,10506.0,178,0.616747,A,5.1,7.4,5.2,30.0,COMPLETE,STANDARD
120448,970,12084.0,134,0.617733,A,6.7,11.0,6.7,85.0,COMPLETE,STANDARD
110468,966,18510.0,153,0.618716,A,8.8,9.6,2.6,30.0,COMPLETE,STANDARD
110382,964,9004.0,175,0.619697,A,12.4,3.3,5.8,,MISSING,UNVERIFIED_OVERSIZE
138352,960,9084.0,164,0.620673,A,7.6,12.1,3.3,10.0,COMPLETE,STANDARD
112194,953,7060.0,167,0.621643,A,5.9,11.2,3.9,50.0,COMPLETE,STANDARD
134679,953,7512.0,94,0.622612,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101097,942,10326.0,41,0.623571,A,4.4,4.4,9.7,,MISSING,UNVERIFIED_OVERSIZE
110401,942,15160.0,169,0.624529,A,6.4,10.1,6.3,45.0,COMPLETE,STANDARD
112044,942,15670.0,158,0.625487,A,4.9,11.3,5.4,50.0,COMPLETE,STANDARD
101061,940,8925.0,162,0.626444,A,3.8,12.3,7.8,35.0,COMPLETE,STANDARD
112361,940,2531.0,141,0.6274,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101221,938,2330.0,147,0.628354,A,15.7,2.0,4.7,,MISSING,UNVERIFIED_OVERSIZE
101183,928,2105.0,173,0.629298,A,11.0,2.0,3.0,,MISSING,UNVERIFIED_OVERSIZE
110313,927,10350.0,155,0.630241,A,13.0,3.0,6.3,,MISSING,UNVERIFIED_OVERSIZE
112083,927,13113.0,159,0.631184,A,6.5,13.6,5.9,60.0,COMPLETE,STANDARD
101337,926,2242.0,171,0.632126,A,6.3,7.7,2.5,30.0,COMPLETE,STANDARD
140079,925,28080.0,122,0.633067,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110169,924,7653.0,175,0.634007,A,4.9,14.7,7.5,15.0,COMPLETE,STANDARD
110588,924,12996.0,111,0.634947,A,7.4,12.9,5.1,20.0,COMPLETE,STANDARD
110333,922,9612.0,175,0.635885,A,2.8,9.1,4.2,25.0,COMPLETE,STANDARD
112068,921,1688.0,176,0.636822,A,5.0,8.8,3.8,45.0,COMPLETE,STANDARD
101297,919,2323.0,147,0.637757,A,5.6,15.3,2.8,235.0,COMPLETE,STANDARD
110347,919,26170.0,157,0.638692,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112386,916,11508.0,121,0.639624,A,6.3,10.3,2.7,25.0,COMPLETE,STANDARD
125183,915,4314.0,162,0.640555,A,11.2,14.8,2.7,55.0,COMPLETE,STANDARD
110526,914,3015.0,151,0.641484,A,12.0,2.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
101020,908,2861.0,147,0.642408,A,3.9,4.1,8.9,50.0,COMPLETE,STANDARD
110395,899,3674.0,172,0.643323,A,4.8,12.4,2.0,35.0,COMPLETE,STANDARD
110486,895,6600.0,173,0.644233,A,7.0,11.3,3.5,45.0,COMPLETE,STANDARD
133309,893,6750.0,121,0.645142,A,,,,,MISSING,UNVERIFIED_OVERSIZE
107428,886,2121.0,169,0.646043,A,3.5,11.2,5.7,,MISSING,UNVERIFIED_OVERSIZE
110573,885,2316.0,131,0.646943,A,3.0,3.0,6.5,,MISSING,UNVERIFIED_OVERSIZE
115988,884,57600.0,162,0.647843,A,18.5,11.2,9.0,,MISSING,UNVERIFIED_OVERSIZE
101305,883,2524.0,142,0.648741,A,13.0,2.4,3.0,,MISSING,UNVERIFIED_OVERSIZE
125549,882,18036.0,55,0.649638,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112252,881,4420.0,101,0.650534,A,4.2,4.9,9.3,45.0,COMPLETE,STANDARD
111387,875,10644.0,161,0.651424,A,6.2,13.7,3.4,30.0,COMPLETE,STANDARD
101218,870,1976.0,171,0.652309,A,3.4,3.0,7.8,,MISSING,UNVERIFIED_OVERSIZE
110134,869,6432.0,156,0.653194,A,12.5,2.2,6.5,,MISSING,UNVERIFIED_OVERSIZE
110211,868,7557.0,156,0.654077,A,6.1,10.8,3.5,25.0,COMPLETE,STANDARD
107456,867,31499.0,71,0.654959,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110155,863,4754.0,175,0.655836,A,5.9,12.5,2.3,,MISSING,UNVERIFIED_OVERSIZE
107254,859,3958.0,71,0.65671,A,7.8,5.8,13.3,,MISSING,UNVERIFIED_OVERSIZE
107327,859,2866.0,171,0.657584,A,11.0,2.0,3.0,,MISSING,UNVERIFIED_OVERSIZE
111995,859,10504.0,158,0.658458,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112379,858,8694.0,175,0.659331,A,5.5,11.0,7.1,175.0,COMPLETE,STANDARD
101085,855,2453.0,149,0.660201,A,9.7,2.0,5.7,,MISSING,UNVERIFIED_OVERSIZE
111246,854,3688.0,177,0.661069,A,4.9,8.4,15.7,10.0,COMPLETE,STANDARD
138350,852,7740.0,161,0.661936,A,8.1,11.1,3.4,20.0,COMPLETE,STANDARD
110294,850,14670.0,170,0.662801,A,4.3,10.1,4.1,15.0,COMPLETE,STANDARD
107131,849,1762.0,169,0.663665,A,3.5,14.7,5.2,,MISSING,UNVERIFIED_OVERSIZE
124184,849,2245.0,170,0.664528,A,4.7,16.4,4.0,75.0,COMPLETE,OVERSIZE
107458,846,3174.0,174,0.665389,A,4.2,11.9,2.7,34.0,COMPLETE,STANDARD
110524,846,3082.0,163,0.66625,A,3.7,11.8,3.0,25.0,COMPLETE,STANDARD
110358,845,29310.0,83,0.667109,A,5.0,5.0,8.5,,MISSING,UNVERIFIED_OVERSIZE
110361,839,14095.0,75,0.667963,A,4.1,13.2,8.0,65.0,COMPLETE,STANDARD
110448,836,20940.0,174,0.668813,A,9.0,6.0,9.0,,MISSING,UNVERIFIED_OVERSIZE
115686,836,6445.0,98,0.669664,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101022,830,4927.0,79,0.670508,A,14.5,3.0,7.3,,MISSING,UNVERIFIED_OVERSIZE
124483,828,12630.0,104,0.67135,A,4.3,15.9,6.2,35.0,COMPLETE,STANDARD
107395,827,1959.0,173,0.672192,A,3.0,3.0,7.0,,MISSING,UNVERIFIED_OVERSIZE
110138,826,4842.0,175,0.673032,A,13.5,2.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
125194,821,7776.0,168,0.673867,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112084,820,3898.0,153,0.674701,A,11.5,2.5,8.2,,MISSING,UNVERIFIED_OVERSIZE
117432,820,8445.0,135,0.675536,A,6.1,3.3,11.2,,MISSING,UNVERIFIED_OVERSIZE
110360,818,5992.0,165,0.676368,A,6.5,9.2,3.7,40.0,COMPLETE,STANDARD
138500,818,15810.0,124,0.6772,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110214,817,4210.0,173,0.678031,A,9.7,2.0,7.5,,MISSING,UNVERIFIED_OVERSIZE
107178,816,7402.0,77,0.678861,A,5.7,5.7,12.2,,MISSING,UNVERIFIED_OVERSIZE
139149,816,3995.0,61,0.679691,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110432,815,16540.0,143,0.68052,A,7.8,20.7,8.4,355.0,COMPLETE,OVERSIZE_AND_OVERWEIGHT
107324,814,2501.0,163,0.681348,A,4.9,11.9,3.0,25.0,COMPLETE,STANDARD
101122,812,7356.0,176,0.682174,A,14.7,5.0,9.6,,MISSING,UNVERIFIED_OVERSIZE
110132,812,5276.0,176,0.683,A,6.6,12.7,2.8,12.0,COMPLETE,STANDARD
110097,809,34680.0,156,0.683823,A,10.0,4.9,5.1,,MISSING,UNVERIFIED_OVERSIZE
107285,808,1569.0,162,0.684645,A,10.2,3.5,3.8,,MISSING,UNVERIFIED_OVERSIZE
107382,804,1918.0,163,0.685463,A,8.7,3.0,3.0,,MISSING,UNVERIFIED_OVERSIZE
125463,803,20990.0,82,0.68628,A,4.5,10.3,5.6,30.0,COMPLETE,STANDARD
110348,799,11970.0,92,0.687093,A,11.1,3.0,6.4,,MISSING,UNVERIFIED_OVERSIZE
110351,799,13690.0,148,0.687906,A,3.7,10.2,3.6,10.0,COMPLETE,STANDARD
107329,796,3666.0,145,0.688716,A,2.8,9.8,1.7,35.0,COMPLETE,STANDARD
101109,792,5010.0,174,0.689521,A,3.7,12.7,7.7,15.0,COMPLETE,STANDARD
101302,792,1459.0,176,0.690327,A,4.0,4.2,7.1,25.0,COMPLETE,STANDARD
110342,791,60850.0,130,0.691132,A,7.6,12.1,9.1,185.0,COMPLETE,STANDARD
112353,791,1764.0,162,0.691936,A,4.5,8.8,3.4,20.0,COMPLETE,STANDARD
110131,790,5784.0,167,0.69274,A,5.3,10.4,2.8,20.0,COMPLETE,STANDARD
101244,789,3625.0,166,0.693543,A,12.5,2.3,3.3,,MISSING,UNVERIFIED_OVERSIZE
110223,786,9936.0,158,0.694342,A,14.8,4.5,6.7,,MISSING,UNVERIFIED_OVERSIZE
138501,779,7854.0,134,0.695135,A,,,,,MISSING,UNVERIFIED_OVERSIZE
111268,778,6936.0,154,0.695926,A,13.7,3.0,7.2,,MISSING,UNVERIFIED_OVERSIZE
120449,776,9762.0,163,0.696716,A,7.0,6.5,11.2,,MISSING,UNVERIFIED_OVERSIZE
110617,773,14090.0,132,0.697502,A,10.0,4.6,5.7,,MISSING,UNVERIFIED_OVERSIZE
101016,771,26316.0,53,0.698286,A,4.7,5.0,12.5,,MISSING,UNVERIFIED_OVERSIZE
101102,771,31754.0,67,0.699071,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110292,770,154100.0,144,0.699854,A,4.3,4.4,8.4,35.0,COMPLETE,STANDARD
131589,770,3664.0,160,0.700637,A,3.5,12.6,5.5,25.0,COMPLETE,STANDARD
107101,769,1761.0,172,0.70142,A,3.9,4.0,7.0,15.0,COMPLETE,STANDARD
122645,769,10568.0,174,0.702202,A,13.5,3.9,7.2,,MISSING,UNVERIFIED_OVERSIZE
101333,768,8442.0,159,0.702983,A,4.2,14.7,8.0,50.0,COMPLETE,STANDARD
110291,768,5202.0,161,0.703765,A,3.0,12.0,5.5,45.0,COMPLETE,STANDARD
110569,767,16056.0,98,0.704545,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101211,765,2280.0,143,0.705323,A,4.5,12.7,2.7,50.0,COMPLETE,STANDARD
112431,764,13708.0,147,0.7061,A,3.7,10.8,9.5,60.0,COMPLETE,STANDARD
125547,762,14462.0,45,0.706876,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110514,761,4732.0,167,0.70765,A,12.4,3.5,5.0,,MISSING,UNVERIFIED_OVERSIZE
110150,759,107400.0,121,0.708422,A,15.1,19.7,5.6,370.0,COMPLETE,OVERSIZE_AND_OVERWEIGHT
124826,759,2117.0,164,0.709194,A,14.0,2.0,6.8,,MISSING,UNVERIFIED_OVERSIZE
111233,757,19380.0,111,0.709964,A,9.0,11.7,6.5,140.0,COMPLETE,STANDARD
101093,753,2718.0,156,0.71073,A,3.8,9.1,6.0,10.0,COMPLETE,STANDARD
107227,752,2197.0,106,0.711495,A,4.5,4.5,12.0,,MISSING,UNVERIFIED_OVERSIZE
114762,749,7304.0,69,0.712257,A,32.0,24.0,32.0,,MISSING,UNVERIFIED_OVERSIZE
101107,748,21000.0,68,0.713018,A,11.0,1.8,4.5,,MISSING,UNVERIFIED_OVERSIZE
112053,748,3190.0,168,0.713779,A,5.3,11.5,2.5,5.0,COMPLETE,STANDARD
110198,744,12124.0,166,0.714536,A,5.7,12.3,3.7,15.0,COMPLETE,STANDARD
110139,743,6675.0,174,0.715292,A,5.7,13.5,3.5,20.0,COMPLETE,STANDARD
107269,742,2024.0,104,0.716047,A,4.7,9.8,3.3,60.0,COMPLETE,STANDARD
101288,738,4411.0,110,0.716797,A,14.7,1.5,4.5,,MISSING,UNVERIFIED_OVERSIZE
112347,737,2507.0,171,0.717547,A,4.7,12.2,2.7,9.0,COMPLETE,STANDARD
101275,734,1599.0,172,0.718294,A,3.5,7.7,3.3,25.0,COMPLETE,STANDARD
110534,734,2640.0,81,0.71904,A,12.4,2.9,3.5,,MISSING,UNVERIFIED_OVERSIZE
110577,732,1577.0,164,0.719785,A,3.5,7.7,3.5,17.0,COMPLETE,STANDARD
111208,731,14510.0,158,0.720529,A,4.6,9.8,7.2,70.0,COMPLETE,STANDARD
112273,731,14430.0,125,0.721272,A,5.8,9.4,9.4,175.0,COMPLETE,STANDARD
130011,730,7320.0,159,0.722015,A,3.7,13.4,7.2,30.0,COMPLETE,STANDARD
110509,729,1517.0,153,0.722757,A,3.0,3.0,7.0,,MISSING,UNVERIFIED_OVERSIZE
112007,729,7518.0,168,0.723498,A,6.8,12.7,6.0,110.0,COMPLETE,STANDARD
112329,729,3352.0,174,0.72424,A,3.5,11.2,2.7,55.0,COMPLETE,STANDARD
107210,724,6261.0,165,0.724976,A,3.3,11.4,5.2,60.0,COMPLETE,STANDARD
136197,724,5056.0,111,0.725713,A,4.7,12.2,3.0,10.0,COMPLETE,STANDARD
124899,721,2796.0,167,0.726446,A,7.3,15.1,3.5,75.0,COMPLETE,STANDARD
101327,718,1898.0,170,0.727177,A,5.8,9.4,4.0,,MISSING,UNVERIFIED_OVERSIZE
110220,717,16601.0,108,0.727906,A,6.0,0.5,7.5,,MISSING,UNVERIFIED_OVERSIZE
107377,715,1682.0,140,0.728634,A,4.0,4.0,11.0,,MISSING,UNVERIFIED_OVERSIZE
110296,715,11310.0,173,0.729361,A,5.3,12.0,6.5,55.0,COMPLETE,STANDARD
110461,710,16260.0,71,0.730083,A,4.1,9.4,6.6,70.0,COMPLETE,STANDARD
120382,710,1557.0,158,0.730806,A,4.0,3.0,11.7,,MISSING,UNVERIFIED_OVERSIZE
110133,709,4784.0,165,0.731527,A,10.5,2.2,5.0,,MISSING,UNVERIFIED_OVERSIZE
101150,708,1388.0,142,0.732247,A,4.5,3.5,11.5,,MISSING,UNVERIFIED_OVERSIZE
119644,708,8797.0,135,0.732967,A,10.0,10.0,25.0,,MISSING,UNVERIFIED_OVERSIZE
101189,706,1394.0,139,0.733686,A,4.7,12.0,4.2,,MISSING,UNVERIFIED_OVERSIZE
101157,703,10186.0,88,0.734401,A,5.5,5.5,12.0,,MISSING,UNVERIFIED_OVERSIZE
101166,703,2153.0,164,0.735116,A,8.8,2.0,13.5,,MISSING,UNVERIFIED_OVERSIZE
111273,702,5540.0,161,0.73583,A,12.0,5.0,9.2,,MISSING,UNVERIFIED_OVERSIZE
132613,702,27184.0,101,0.736544,A,,,,,MISSING,UNVERIFIED_OVERSIZE
125179,700,1445.0,164,0.737256,A,6.6,15.0,4.1,95.0,COMPLETE,STANDARD
132278,699,12001.0,29,0.737967,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110149,698,3000.0,132,0.738677,A,10.5,2.3,5.0,,MISSING,UNVERIFIED_OVERSIZE
110600,698,7317.0,159,0.739388,A,13.7,3.0,7.2,,MISSING,UNVERIFIED_OVERSIZE
101092,697,1967.0,168,0.740097,A,10.5,2.0,10.4,,MISSING,UNVERIFIED_OVERSIZE
101203,697,2101.0,152,0.740806,A,3.8,14.6,3.0,35.0,COMPLETE,STANDARD
107340,696,1580.0,157,0.741514,A,12.5,2.2,7.2,,MISSING,UNVERIFIED_OVERSIZE
131590,696,3166.0,156,0.742222,A,4.9,14.0,6.2,25.0,COMPLETE,STANDARD
122980,693,3945.0,168,0.742927,A,6.4,11.1,4.0,30.0,COMPLETE,STANDARD
110219,692,1404.0,166,0.743631,A,4.4,5.1,7.8,30.0,COMPLETE,STANDARD
140089,691,1564.0,112,0.744334,A,,,,,MISSING,UNVERIFIED_OVERSIZE
104356,686,10224.0,60,0.745031,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112333,686,2194.0,154,0.745729,A,11.8,2.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
134599,686,3466.0,171,0.746427,A,6.1,8.3,3.0,15.0,COMPLETE,STANDARD
101074,684,1567.0,169,0.747123,A,6.6,13.3,6.9,125.0,COMPLETE,STANDARD
114899,684,1179.0,172,0.747819,A,4.9,12.6,6.7,50.0,COMPLETE,STANDARD
101198,680,1577.0,168,0.748511,A,5.2,12.8,2.7,30.0,COMPLETE,STANDARD
137330,675,11328.0,170,0.749197,A,7.7,15.4,8.5,105.0,COMPLETE,STANDARD
110204,674,26040.0,98,0.749883,A,4.5,11.7,5.2,50.0,COMPLETE,STANDARD
110319,673,10416.0,119,0.750568,A,16.4,5.7,9.5,,MISSING,UNVERIFIED_OVERSIZE
134028,671,14160.0,90,0.75125,A,6.3,11.0,9.4,130.0,COMPLETE,STANDARD
101219,670,2309.0,143,0.751932,A,3.5,11.9,2.7,75.0,COMPLETE,STANDARD
111285,669,4158.0,167,0.752612,A,11.0,2.2,6.2,,MISSING,UNVERIFIED_OVERSIZE
110350,668,6245.0,162,0.753292,A,6.0,19.0,3.4,50.0,COMPLETE,OVERSIZE
107381,664,1566.0,157,0.753967,A,,,,,MISSING,UNVERIFIED_OVERSIZE
107290,663,1133.0,164,0.754642,A,3.9,12.6,5.4,80.0,COMPLETE,STANDARD
120779,663,4107.0,164,0.755316,A,4.9,7.7,18.2,15.0,COMPLETE,OVERSIZE
107294,661,1880.0,147,0.755989,A,3.8,12.1,3.1,30.0,COMPLETE,STANDARD
110328,661,82000.0,110,0.756661,A,16.9,6.6,8.0,,MISSING,UNVERIFIED_OVERSIZE
110201,656,4702.0,174,0.757329,A,10.8,2.0,5.7,,MISSING,UNVERIFIED_OVERSIZE
107366,654,2205.0,173,0.757994,A,12.0,2.5,2.8,,MISSING,UNVERIFIED_OVERSIZE
110444,654,1543.0,153,0.758659,A,13.0,2.4,5.2,,MISSING,UNVERIFIED_OVERSIZE
107116,650,1269.0,164,0.759321,A,4.6,12.3,5.5,20.0,COMPLETE,STANDARD
110480,650,5805.0,170,0.759982,A,7.5,9.4,4.5,45.0,COMPLETE,STANDARD
110153,649,4209.0,163,0.760642,A,4.2,12.6,5.0,20.0,COMPLETE,STANDARD
112307,649,3996.0,145,0.761302,A,,,,,MISSING,UNVERIFIED_OVERSIZE
135368,649,4851.0,141,0.761962,A,7.9,11.8,3.0,14.0,COMPLETE,STANDARD
101027,648,1615.0,164,0.762622,A,4.2,4.2,6.5,,MISSING,UNVERIFIED_OVERSIZE
111247,648,2766.0,176,0.763281,A,4.8,10.5,2.1,15.0,COMPLETE,STANDARD
134698,648,10515.0,72,0.76394,A,,,,,MISSING,UNVERIFIED_OVERSIZE
107136,647,1373.0,141,0.764598,A,3.6,9.5,3.9,70.0,COMPLETE,STANDARD
