sku,observation_start,observation_end,observation_days,total_demand_ea,average_daily_demand_ea,minimum_stock_days,minimum_stock_ea,buffer_stock_days,minimum_buffer_stock_ea,total_required_ea,attribute_combination,units_per_slot,slots_per_unit,occupied_level_span,occupied_horizontal_slot_span,required_slots,required_racks,rack_calculation_status
107120,2023-01-03,2023-07-31,210,14175.0,67.5,2,135,1,68,203,chilled=F · oversize=F,615,1,1,1,1,1,CALCULATED
107121,2023-01-03,2023-07-31,210,855.0,4.0714,2,9,1,4,13,chilled=F · oversize=F,492,1,1,1,1,1,CALCULATED
107123,2023-01-03,2023-07-31,210,4800.0,22.8571,2,46,1,23,69,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
107124,2023-01-03,2023-07-31,210,2869.0,13.6619,2,28,1,13,41,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107129,2023-01-03,2023-07-31,210,675.0,3.2143,2,7,1,3,10,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
107130,2023-01-03,2023-07-31,210,13650.0,65.0,2,130,1,65,195,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107131,2023-01-03,2023-07-31,210,1762.0,8.3905,2,17,1,9,26,chilled=F · oversize=F,244,1,1,1,1,1,CALCULATED
107133,2023-01-03,2023-07-31,210,419.0,1.9952,2,4,1,2,6,chilled=T · oversize=F,833,1,1,1,1,1,CALCULATED
107135,2023-01-03,2023-07-31,210,36.0,0.1714,2,1,1,0,1,chilled=F · oversize=F,139,1,1,1,1,1,CALCULATED
107136,2023-01-03,2023-07-31,210,1373.0,6.5381,2,14,1,6,20,chilled=F · oversize=F,178,1,1,1,1,1,CALCULATED
107144,2023-01-03,2023-07-31,210,480.0,2.2857,2,5,1,2,7,chilled=T · oversize=F,833,1,1,1,1,1,CALCULATED
107146,2023-01-03,2023-07-31,210,648.0,3.0857,2,7,1,3,10,chilled=F · oversize=F,569,1,1,1,1,1,CALCULATED
107149,2023-01-03,2023-07-31,210,20400.0,97.1429,2,195,1,97,292,chilled=F · oversize=F,628,1,1,1,1,1,CALCULATED
107151,2023-01-03,2023-07-31,210,11466.0,54.6,2,110,1,54,164,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107153,2023-01-03,2023-07-31,210,25300.0,120.4762,2,241,1,121,362,chilled=F · oversize=F,600,1,1,1,1,1,CALCULATED
107154,2023-01-03,2023-07-31,210,167.0,0.7952,2,2,1,1,3,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107159,2023-01-03,2023-07-31,210,10622.0,50.581,2,102,1,50,152,chilled=F · oversize=F,312,1,1,1,1,1,CALCULATED
107162,2023-01-03,2023-07-31,210,1264.0,6.019,2,13,1,6,19,chilled=F · oversize=F,301,1,1,1,1,1,CALCULATED
107164,2023-01-03,2023-07-31,210,289.0,1.3762,2,3,1,2,5,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107165,2023-01-03,2023-07-31,210,330.0,1.5714,2,4,1,1,5,chilled=F · oversize=F,343,1,1,1,1,1,CALCULATED
107166,2023-01-03,2023-07-31,210,1332.0,6.3429,2,13,1,7,20,chilled=F · oversize=F,209,1,1,1,1,1,CALCULATED
107168,2023-01-03,2023-07-31,210,1642.0,7.819,2,16,1,8,24,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107170,2023-01-03,2023-07-31,210,5000.0,23.8095,2,48,1,24,72,chilled=F · oversize=F,69,1,1,1,2,1,CALCULATED
107171,2023-01-03,2023-07-31,210,136.0,0.6476,2,2,1,0,2,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107172,2023-01-03,2023-07-31,210,4556.0,21.6952,2,44,1,22,66,chilled=F · oversize=F,153,1,1,1,1,1,CALCULATED
107173,2023-01-03,2023-07-31,210,500.0,2.381,2,5,1,3,8,chilled=T · oversize=F,340,1,1,1,1,1,CALCULATED
107174,2023-01-03,2023-07-31,210,573.0,2.7286,2,6,1,3,9,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
107175,2023-01-03,2023-07-31,210,3913.0,18.6333,2,38,1,18,56,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107176,2023-01-03,2023-07-31,210,714.0,3.4,2,7,1,4,11,chilled=F · oversize=F,595,1,1,1,1,1,CALCULATED
107177,2023-01-03,2023-07-31,210,32850.0,156.4286,2,313,1,157,470,chilled=T · oversize=F,138,1,1,1,4,1,CALCULATED
107178,2023-01-03,2023-07-31,210,7402.0,35.2476,2,71,1,35,106,chilled=F · oversize=F,164,1,1,1,1,1,CALCULATED
107180,2023-01-03,2023-07-31,210,141.0,0.6714,2,2,1,1,3,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107186,2023-01-03,2023-07-31,210,3690.0,17.5714,2,36,1,17,53,chilled=F · oversize=F,1199,1,1,1,1,1,CALCULATED
107188,2023-01-03,2023-07-31,210,360.0,1.7143,2,4,1,2,6,chilled=F · oversize=F,179,1,1,1,1,1,CALCULATED
107192,2023-01-03,2023-07-31,210,1147.0,5.4619,2,11,1,6,17,chilled=F · oversize=F,584,1,1,1,1,1,CALCULATED
107195,2023-01-03,2023-07-31,210,365.0,1.7381,2,4,1,2,6,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
107197,2023-01-03,2023-07-31,210,161.0,0.7667,2,2,1,1,3,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107198,2023-01-03,2023-07-31,210,97.0,0.4619,2,1,1,1,2,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107199,2023-01-03,2023-07-31,210,144.0,0.6857,2,2,1,1,3,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107202,2023-01-03,2023-07-31,210,271.0,1.2905,2,3,1,1,4,chilled=F · oversize=F,22,1,1,1,1,1,CALCULATED
107204,2023-01-03,2023-07-31,210,4516.0,21.5048,2,44,1,21,65,chilled=F · oversize=F,653,1,1,1,1,1,CALCULATED
107207,2023-01-03,2023-07-31,210,6096.0,29.0286,2,59,1,29,88,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
107209,2023-01-03,2023-07-31,210,204.0,0.9714,2,2,1,1,3,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107210,2023-01-03,2023-07-31,210,6261.0,29.8143,2,60,1,30,90,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
107212,2023-01-03,2023-07-31,210,701.0,3.3381,2,7,1,4,11,chilled=F · oversize=F,517,1,1,1,1,1,CALCULATED
107213,2023-01-03,2023-07-31,210,12826.0,61.0762,2,123,1,61,184,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107217,2023-01-03,2023-07-31,210,57.0,0.2714,2,1,1,0,1,chilled=F · oversize=F,280,1,1,1,1,1,CALCULATED
107219,2023-01-03,2023-07-31,210,8026.0,38.219,2,77,1,38,115,chilled=F · oversize=F,248,1,1,1,1,1,CALCULATED
107223,2023-01-03,2023-07-31,210,900.0,4.2857,2,9,1,4,13,chilled=F · oversize=F,166,1,1,1,1,1,CALCULATED
107224,2023-01-03,2023-07-31,210,16677.0,79.4143,2,159,1,80,239,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107225,2023-01-03,2023-07-31,210,1854.0,8.8286,2,18,1,9,27,chilled=F · oversize=F,600,1,1,1,1,1,CALCULATED
107226,2023-01-03,2023-07-31,210,4320.0,20.5714,2,42,1,20,62,chilled=F · oversize=F,269,1,1,1,1,1,CALCULATED
107227,2023-01-03,2023-07-31,210,2197.0,10.4619,2,21,1,11,32,chilled=F · oversize=F,268,1,1,1,1,1,CALCULATED
107229,2023-01-03,2023-07-31,210,43.0,0.2048,2,1,1,0,1,chilled=F · oversize=F,475,1,1,1,1,1,CALCULATED
107230,2023-01-03,2023-07-31,210,371.0,1.7667,2,4,1,2,6,chilled=F · oversize=F,358,1,1,1,1,1,CALCULATED
107232,2023-01-03,2023-07-31,210,6919.0,32.9476,2,66,1,33,99,chilled=F · oversize=F,513,1,1,1,1,1,CALCULATED
107237,2023-01-03,2023-07-31,210,98.0,0.4667,2,1,1,1,2,chilled=T · oversize=F,310,1,1,1,1,1,CALCULATED
107238,2023-01-03,2023-07-31,210,65803.0,313.3476,2,627,1,314,941,chilled=F · oversize=F,250,1,1,1,4,1,CALCULATED
107239,2023-01-03,2023-07-31,210,81.0,0.3857,2,1,1,1,2,chilled=F · oversize=F,322,1,1,1,1,1,CALCULATED
107244,2023-01-03,2023-07-31,210,263.0,1.2524,2,3,1,1,4,chilled=F · oversize=F,642,1,1,1,1,1,CALCULATED
107248,2023-01-03,2023-07-31,210,120.0,0.5714,2,2,1,0,2,chilled=F · oversize=F,439,1,1,1,1,1,CALCULATED
107250,2023-01-03,2023-07-31,210,5671.0,27.0048,2,55,1,27,82,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107251,2023-01-03,2023-07-31,210,1401.0,6.6714,2,14,1,7,21,chilled=F · oversize=F,1206,1,1,1,1,1,CALCULATED
107254,2023-01-03,2023-07-31,210,3958.0,18.8476,2,38,1,19,57,chilled=F · oversize=F,108,1,1,1,1,1,CALCULATED
107255,2023-01-03,2023-07-31,210,2077.0,9.8905,2,20,1,10,30,chilled=F · oversize=F,597,1,1,1,1,1,CALCULATED
107256,2023-01-03,2023-07-31,210,4593.0,21.8714,2,44,1,22,66,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
107258,2023-01-03,2023-07-31,210,2055.0,9.7857,2,20,1,10,30,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107259,2023-01-03,2023-07-31,210,12177.0,57.9857,2,116,1,58,174,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107261,2023-01-03,2023-07-31,210,1287.0,6.1286,2,13,1,6,19,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
107263,2023-01-03,2023-07-31,210,20391.0,97.1,2,195,1,97,292,chilled=F · oversize=F,830,1,1,1,1,1,CALCULATED
107264,2023-01-03,2023-07-31,210,141.0,0.6714,2,2,1,1,3,chilled=F · oversize=F,220,1,1,1,1,1,CALCULATED
107265,2023-01-03,2023-07-31,210,355.0,1.6905,2,4,1,2,6,chilled=F · oversize=F,138,1,1,1,1,1,CALCULATED
107266,2023-01-03,2023-07-31,210,543.0,2.5857,2,6,1,2,8,chilled=F · oversize=F,96,1,1,1,1,1,CALCULATED
107268,2023-01-03,2023-07-31,210,1356.0,6.4571,2,13,1,7,20,chilled=F · oversize=F,372,1,1,1,1,1,CALCULATED
107269,2023-01-03,2023-07-31,210,2024.0,9.6381,2,20,1,9,29,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
107271,2023-01-03,2023-07-31,210,661.0,3.1476,2,7,1,3,10,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
107272,2023-01-03,2023-07-31,210,4092.0,19.4857,2,39,1,20,59,chilled=F · oversize=F,166,1,1,1,1,1,CALCULATED
107274,2023-01-03,2023-07-31,210,1144.0,5.4476,2,11,1,6,17,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107275,2023-01-03,2023-07-31,210,495.0,2.3571,2,5,1,3,8,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107276,2023-01-03,2023-07-31,210,3579.0,17.0429,2,35,1,17,52,chilled=F · oversize=F,811,1,1,1,1,1,CALCULATED
107280,2023-01-03,2023-07-31,210,6034.0,28.7333,2,58,1,29,87,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107281,2023-01-03,2023-07-31,210,3581.0,17.0524,2,35,1,17,52,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
107283,2023-01-03,2023-07-31,210,340.0,1.619,2,4,1,1,5,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107285,2023-01-03,2023-07-31,210,1569.0,7.4714,2,15,1,8,23,chilled=F · oversize=F,481,1,1,1,1,1,CALCULATED
107287,2023-01-03,2023-07-31,210,500.0,2.381,2,5,1,3,8,chilled=T · oversize=F,1250,1,1,1,1,1,CALCULATED
107288,2023-01-03,2023-07-31,210,233.0,1.1095,2,3,1,1,4,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107290,2023-01-03,2023-07-31,210,1133.0,5.3952,2,11,1,6,17,chilled=T · oversize=F,156,1,1,1,1,1,CALCULATED
107291,2023-01-03,2023-07-31,210,677.0,3.2238,2,7,1,3,10,chilled=F · oversize=F,458,1,1,1,1,1,CALCULATED
107292,2023-01-03,2023-07-31,210,447.0,2.1286,2,5,1,2,7,chilled=F · oversize=F,101,1,1,1,1,1,CALCULATED
107293,2023-01-03,2023-07-31,210,4083.0,19.4429,2,39,1,20,59,chilled=F · oversize=F,177,1,1,1,1,1,CALCULATED
107294,2023-01-03,2023-07-31,210,1880.0,8.9524,2,18,1,9,27,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107297,2023-01-03,2023-07-31,210,10701.0,50.9571,2,102,1,51,153,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
107300,2023-01-03,2023-07-31,210,2.0,0.0095,2,1,1,0,1,chilled=F · oversize=T,1,1,1,1,1,1,CALCULATED_UNVERIFIED_PHYSICAL
107301,2023-01-03,2023-07-31,210,34199.0,162.8524,2,326,1,163,489,chilled=T · oversize=F,500,1,1,1,1,1,CALCULATED
107302,2023-01-03,2023-07-31,210,39.0,0.1857,2,1,1,0,1,chilled=F · oversize=F,710,1,1,1,1,1,CALCULATED
107303,2023-01-03,2023-07-31,210,1882.0,8.9619,2,18,1,9,27,chilled=F · oversize=F,134,1,1,1,1,1,CALCULATED
107304,2023-01-03,2023-07-31,210,1200.0,5.7143,2,12,1,6,18,chilled=F · oversize=F,800,1,1,1,1,1,CALCULATED
107310,2023-01-03,2023-07-31,210,6069.0,28.9,2,58,1,29,87,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107311,2023-01-03,2023-07-31,210,888.0,4.2286,2,9,1,4,13,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107312,2023-01-03,2023-07-31,210,9645.0,45.9286,2,92,1,46,138,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107314,2023-01-03,2023-07-31,210,320.0,1.5238,2,4,1,1,5,chilled=F · oversize=F,453,1,1,1,1,1,CALCULATED
107316,2023-01-03,2023-07-31,210,1.0,0.0048,2,1,1,0,1,chilled=F · oversize=T,1,1,1,1,1,1,CALCULATED_UNVERIFIED_PHYSICAL
107317,2023-01-03,2023-07-31,210,12222.0,58.2,2,117,1,58,175,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107321,2023-01-03,2023-07-31,210,164.0,0.781,2,2,1,1,3,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107323,2023-01-03,2023-07-31,210,601.0,2.8619,2,6,1,3,9,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
107324,2023-01-03,2023-07-31,210,2501.0,11.9095,2,24,1,12,36,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
107326,2023-01-03,2023-07-31,210,340.0,1.619,2,4,1,1,5,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107327,2023-01-03,2023-07-31,210,2866.0,13.6476,2,28,1,13,41,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107328,2023-01-03,2023-07-31,210,8592.0,40.9143,2,82,1,41,123,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107329,2023-01-03,2023-07-31,210,3666.0,17.4571,2,35,1,18,53,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
107330,2023-01-03,2023-07-31,210,2579.0,12.281,2,25,1,12,37,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107332,2023-01-03,2023-07-31,210,320.0,1.5238,2,4,1,1,5,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
107333,2023-01-03,2023-07-31,210,1671.0,7.9571,2,16,1,8,24,chilled=F · oversize=F,686,1,1,1,1,1,CALCULATED
107334,2023-01-03,2023-07-31,210,3489.0,16.6143,2,34,1,16,50,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107336,2023-01-03,2023-07-31,210,2287.0,10.8905,2,22,1,11,33,chilled=T · oversize=F,166,1,1,1,1,1,CALCULATED
107340,2023-01-03,2023-07-31,210,1580.0,7.5238,2,16,1,7,23,chilled=F · oversize=F,329,1,1,1,1,1,CALCULATED
107342,2023-01-03,2023-07-31,210,756.0,3.6,2,8,1,3,11,chilled=F · oversize=F,321,1,1,1,1,1,CALCULATED
107343,2023-01-03,2023-07-31,210,1056.0,5.0286,2,11,1,5,16,chilled=F · oversize=F,396,1,1,1,1,1,CALCULATED
107344,2023-01-03,2023-07-31,210,129.0,0.6143,2,2,1,0,2,chilled=F · oversize=F,136,1,1,1,1,1,CALCULATED
107347,2023-01-03,2023-07-31,210,860.0,4.0952,2,9,1,4,13,chilled=T · oversize=F,277,1,1,1,1,1,CALCULATED
107349,2023-01-03,2023-07-31,210,16.0,0.0762,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107364,2023-01-03,2023-07-31,210,1042.0,4.9619,2,10,1,5,15,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107366,2023-01-03,2023-07-31,210,2205.0,10.5,2,21,1,11,32,chilled=F · oversize=F,777,1,1,1,1,1,CALCULATED
107377,2023-01-03,2023-07-31,210,1682.0,8.0095,2,17,1,8,25,chilled=F · oversize=F,371,1,1,1,1,1,CALCULATED
107380,2023-01-03,2023-07-31,210,5924.0,28.2095,2,57,1,28,85,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107381,2023-01-03,2023-07-31,210,1566.0,7.4571,2,15,1,8,23,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107382,2023-01-03,2023-07-31,210,1918.0,9.1333,2,19,1,9,28,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107383,2023-01-03,2023-07-31,210,445.0,2.119,2,5,1,2,7,chilled=T · oversize=F,1250,1,1,1,1,1,CALCULATED
107387,2023-01-03,2023-07-31,210,687.0,3.2714,2,7,1,3,10,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
107388,2023-01-03,2023-07-31,210,596.0,2.8381,2,6,1,3,9,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107389,2023-01-03,2023-07-31,210,1278.0,6.0857,2,13,1,6,19,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107393,2023-01-03,2023-07-31,210,131.0,0.6238,2,2,1,0,2,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107395,2023-01-03,2023-07-31,210,1959.0,9.3286,2,19,1,9,28,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107396,2023-01-03,2023-07-31,210,2869.0,13.6619,2,28,1,13,41,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
107398,2023-01-03,2023-07-31,210,3474.0,16.5429,2,34,1,16,50,chilled=T · oversize=F,277,1,1,1,1,1,CALCULATED
107400,2023-01-03,2023-07-31,210,1346.0,6.4095,2,13,1,7,20,chilled=T · oversize=F,277,1,1,1,1,1,CALCULATED
107403,2023-01-03,2023-07-31,210,733.0,3.4905,2,7,1,4,11,chilled=F · oversize=F,461,1,1,1,1,1,CALCULATED
107404,2023-01-03,2023-07-31,210,3.0,0.0143,2,1,1,0,1,chilled=F · oversize=F,214,1,1,1,1,1,CALCULATED
107405,2023-01-03,2023-07-31,210,675.0,3.2143,2,7,1,3,10,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107407,2023-01-03,2023-07-31,210,2998.0,14.2762,2,29,1,14,43,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
107411,2023-01-03,2023-07-31,210,810.0,3.8571,2,8,1,4,12,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
107412,2023-01-03,2023-07-31,210,22417.0,106.7476,2,214,1,107,321,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
107413,2023-01-03,2023-07-31,210,371.0,1.7667,2,4,1,2,6,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
107414,2023-01-03,2023-07-31,210,403.0,1.919,2,4,1,2,6,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107416,2023-01-03,2023-07-31,210,422.0,2.0095,2,5,1,2,7,chilled=F · oversize=F,221,1,1,1,1,1,CALCULATED
107419,2023-01-03,2023-07-31,210,170.0,0.8095,2,2,1,1,3,chilled=F · oversize=F,543,1,1,1,1,1,CALCULATED
107423,2023-01-03,2023-07-31,210,8.0,0.0381,2,1,1,0,1,chilled=F · oversize=F,448,1,1,1,1,1,CALCULATED
107428,2023-01-03,2023-07-31,210,2121.0,10.1,2,21,1,10,31,chilled=F · oversize=F,292,1,1,1,1,1,CALCULATED
107429,2023-01-03,2023-07-31,210,65.0,0.3095,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107435,2023-01-03,2023-07-31,210,251.0,1.1952,2,3,1,1,4,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
107437,2023-01-03,2023-07-31,210,143.0,0.681,2,2,1,1,3,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
107439,2023-01-03,2023-07-31,210,5758.0,27.419,2,55,1,28,83,chilled=T · oversize=F,500,1,1,1,1,1,CALCULATED
107441,2023-01-03,2023-07-31,210,66.0,0.3143,2,1,1,0,1,chilled=F · oversize=F,408,1,1,1,1,1,CALCULATED
107443,2023-01-03,2023-07-31,210,198.0,0.9429,2,2,1,1,3,chilled=F · oversize=F,153,1,1,1,1,1,CALCULATED
107444,2023-01-03,2023-07-31,210,850.0,4.0476,2,9,1,4,13,chilled=F · oversize=F,151,1,1,1,1,1,CALCULATED
107448,2023-01-03,2023-07-31,210,141.0,0.6714,2,2,1,1,3,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
107449,2023-01-03,2023-07-31,210,1142.0,5.4381,2,11,1,6,17,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
107450,2023-01-03,2023-07-31,210,344.0,1.6381,2,4,1,1,5,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
107451,2023-01-03,2023-07-31,210,139.0,0.6619,2,2,1,0,2,chilled=F · oversize=F,148,1,1,1,1,1,CALCULATED
107452,2023-01-03,2023-07-31,210,5.0,0.0238,2,1,1,0,1,chilled=F · oversize=F,176,1,1,1,1,1,CALCULATED
107455,2023-01-03,2023-07-31,210,750.0,3.5714,2,8,1,3,11,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107456,2023-01-03,2023-07-31,210,31499.0,149.9952,2,300,1,150,450,chilled=F · oversize=F,415,1,1,1,2,1,CALCULATED
107457,2023-01-03,2023-07-31,210,13347.0,63.5571,2,128,1,63,191,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
107458,2023-01-03,2023-07-31,210,3174.0,15.1143,2,31,1,15,46,chilled=F · oversize=F,367,1,1,1,1,1,CALCULATED
107459,2023-01-03,2023-07-31,210,12171.0,57.9571,2,116,1,58,174,chilled=F · oversize=F,777,1,1,1,1,1,CALCULATED
107573,2023-01-03,2023-07-31,210,10576.0,50.3619,2,101,1,51,152,chilled=F · oversize=F,45,1,1,1,4,1,CALCULATED
107879,2023-01-03,2023-07-31,210,2963.0,14.1095,2,29,1,14,43,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
109534,2023-01-03,2023-07-31,210,30000.0,142.8571,2,286,1,143,429,chilled=F · oversize=F,38,1,1,1,12,1,CALCULATED
109843,2023-01-03,2023-07-31,210,49609.0,236.2333,2,473,1,236,709,chilled=F · oversize=F,336,1,1,1,3,1,CALCULATED
109969,2023-01-03,2023-07-31,210,14492.0,69.0095,2,139,1,69,208,chilled=F · oversize=F,469,1,1,1,1,1,CALCULATED
109989,2023-01-03,2023-07-31,210,32124.0,152.9714,2,306,1,153,459,chilled=F · oversize=F,86,1,1,1,6,1,CALCULATED
110097,2023-01-03,2023-07-31,210,34680.0,165.1429,2,331,1,165,496,chilled=F · oversize=F,364,1,1,1,2,1,CALCULATED
110109,2023-01-03,2023-07-31,210,10990.0,52.3333,2,105,1,52,157,chilled=F · oversize=F,185,1,1,1,1,1,CALCULATED
110128,2023-01-03,2023-07-31,210,2463.0,11.7286,2,24,1,12,36,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
110130,2023-01-03,2023-07-31,210,13150.0,62.619,2,126,1,62,188,chilled=F · oversize=F,69,1,1,1,3,1,CALCULATED
110131,2023-01-03,2023-07-31,210,5784.0,27.5429,2,56,1,27,83,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
110132,2023-01-03,2023-07-31,210,5276.0,25.1238,2,51,1,25,76,chilled=F · oversize=F,1041,1,1,1,1,1,CALCULATED
110133,2023-01-03,2023-07-31,210,4784.0,22.781,2,46,1,23,69,chilled=F · oversize=F,789,1,1,1,1,1,CALCULATED
110134,2023-01-03,2023-07-31,210,6432.0,30.6286,2,62,1,30,92,chilled=F · oversize=F,510,1,1,1,1,1,CALCULATED
110135,2023-01-03,2023-07-31,210,1400.0,6.6667,2,14,1,6,20,chilled=F · oversize=F,914,1,1,1,1,1,CALCULATED
110136,2023-01-03,2023-07-31,210,4476.0,21.3143,2,43,1,21,64,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
110137,2023-01-03,2023-07-31,210,7384.0,35.1619,2,71,1,35,106,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
110138,2023-01-03,2023-07-31,210,4842.0,23.0571,2,47,1,23,70,chilled=F · oversize=F,614,1,1,1,1,1,CALCULATED
110139,2023-01-03,2023-07-31,210,6675.0,31.7857,2,64,1,32,96,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
110141,2023-01-03,2023-07-31,210,13270.0,63.1905,2,127,1,63,190,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
