sku,observation_start,observation_end,observation_days,total_demand_ea,average_daily_demand_ea,minimum_stock_days,minimum_stock_ea,buffer_stock_days,minimum_buffer_stock_ea,total_required_ea,attribute_combination,units_per_slot,slots_per_unit,occupied_level_span,occupied_horizontal_slot_span,required_slots,required_racks,rack_calculation_status
132495,2023-01-03,2023-07-31,210,147.0,0.7,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
132591,2023-01-03,2023-07-31,210,10.0,0.0476,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
132597,2023-01-03,2023-07-31,210,15.0,0.0714,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
132607,2023-01-03,2023-07-31,210,250.0,1.1905,2,3,1,1,4,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
132610,2023-01-03,2023-07-31,210,11410.0,54.3333,2,109,1,54,163,chilled=F · oversize=F,129,1,1,1,2,1,CALCULATED
132613,2023-01-03,2023-07-31,210,27184.0,129.4476,2,259,1,130,389,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
132625,2023-01-03,2023-07-31,210,3.0,0.0143,2,1,1,0,1,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
132636,2023-01-03,2023-07-31,210,10.0,0.0476,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
133206,2023-01-03,2023-07-31,210,208.0,0.9905,2,2,1,1,3,chilled=T · oversize=F,108,1,1,1,1,1,CALCULATED
133300,2023-01-03,2023-07-31,210,21390.0,101.8571,2,204,1,102,306,chilled=F · oversize=F,250,1,1,1,2,1,CALCULATED
133303,2023-01-03,2023-07-31,210,9.0,0.0429,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
133306,2023-01-03,2023-07-31,210,7338.0,34.9429,2,70,1,35,105,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
133307,2023-01-03,2023-07-31,210,94.0,0.4476,2,1,1,1,2,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
133308,2023-01-03,2023-07-31,210,11750.0,55.9524,2,112,1,56,168,chilled=F · oversize=F,129,1,1,1,2,1,CALCULATED
133309,2023-01-03,2023-07-31,210,6750.0,32.1429,2,65,1,32,97,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
133910,2023-01-03,2023-07-31,210,2293.0,10.919,2,22,1,11,33,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
133947,2023-01-03,2023-07-31,210,126000.0,600.0,2,1200,1,600,1800,chilled=F · oversize=F,260,1,1,1,7,1,CALCULATED
134027,2023-01-03,2023-07-31,210,40959.0,195.0429,2,391,1,195,586,chilled=F · oversize=F,227,1,1,1,3,1,CALCULATED
134028,2023-01-03,2023-07-31,210,14160.0,67.4286,2,135,1,68,203,chilled=F · oversize=F,96,1,1,1,3,1,CALCULATED
134029,2023-01-03,2023-07-31,210,208430.0,992.5238,2,1986,1,992,2978,chilled=F · oversize=F,227,1,1,1,14,2,CALCULATED
134100,2023-01-03,2023-07-31,210,2403.0,11.4429,2,23,1,12,35,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
134101,2023-01-03,2023-07-31,210,552.0,2.6286,2,6,1,2,8,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
134122,2023-01-03,2023-07-31,210,244.0,1.1619,2,3,1,1,4,chilled=F · oversize=F,312,1,1,1,1,1,CALCULATED
134412,2023-01-03,2023-07-31,210,1.0,0.0048,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
134413,2023-01-03,2023-07-31,210,160.0,0.7619,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134484,2023-01-03,2023-07-31,210,544.0,2.5905,2,6,1,2,8,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134499,2023-01-03,2023-07-31,210,1030.0,4.9048,2,10,1,5,15,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134500,2023-01-03,2023-07-31,210,3020.0,14.381,2,29,1,15,44,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134546,2023-01-03,2023-07-31,210,1724.0,8.2095,2,17,1,8,25,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
134553,2023-01-03,2023-07-31,210,1200.0,5.7143,2,12,1,6,18,chilled=T · oversize=F,21,1,1,1,1,1,CALCULATED
134598,2023-01-03,2023-07-31,210,15690.0,74.7143,2,150,1,75,225,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134599,2023-01-03,2023-07-31,210,3466.0,16.5048,2,34,1,16,50,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
134611,2023-01-03,2023-07-31,210,4009.0,19.0905,2,39,1,19,58,chilled=T · oversize=F,208,1,1,1,1,1,CALCULATED
134639,2023-01-03,2023-07-31,210,273.0,1.3,2,3,1,1,4,chilled=F · oversize=F,125,1,1,1,1,1,CALCULATED
134642,2023-01-03,2023-07-31,210,60.0,0.2857,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134659,2023-01-03,2023-07-31,210,792.0,3.7714,2,8,1,4,12,chilled=T · oversize=F,416,1,1,1,1,1,CALCULATED
134660,2023-01-03,2023-07-31,210,11494.0,54.7333,2,110,1,55,165,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134669,2023-01-03,2023-07-31,210,7714.0,36.7333,2,74,1,37,111,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
134677,2023-01-03,2023-07-31,210,3.0,0.0143,2,1,1,0,1,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
134679,2023-01-03,2023-07-31,210,7512.0,35.7714,2,72,1,36,108,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134680,2023-01-03,2023-07-31,210,2634.0,12.5429,2,26,1,12,38,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
134683,2023-01-03,2023-07-31,210,24950.0,118.8095,2,238,1,119,357,chilled=F · oversize=F,227,1,1,1,2,1,CALCULATED
134686,2023-01-03,2023-07-31,210,4.0,0.019,2,1,1,0,1,chilled=F · oversize=F,385,1,1,1,1,1,CALCULATED
134698,2023-01-03,2023-07-31,210,10515.0,50.0714,2,101,1,50,151,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134810,2023-01-03,2023-07-31,210,50.0,0.2381,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
134817,2023-01-03,2023-07-31,210,2566.0,12.219,2,25,1,12,37,chilled=T · oversize=F,833,1,1,1,1,1,CALCULATED
134885,2023-01-03,2023-07-31,210,92.0,0.4381,2,1,1,1,2,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
134916,2023-01-03,2023-07-31,210,27666.0,131.7429,2,264,1,132,396,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
135012,2023-01-03,2023-07-31,210,8728.0,41.5619,2,84,1,41,125,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
135013,2023-01-03,2023-07-31,210,10700.0,50.9524,2,102,1,51,153,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135025,2023-01-03,2023-07-31,210,281.0,1.3381,2,3,1,2,5,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
135026,2023-01-03,2023-07-31,210,242.0,1.1524,2,3,1,1,4,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
135075,2023-01-03,2023-07-31,210,120155.0,572.1667,2,1145,1,572,1717,chilled=F · oversize=F,415,1,1,1,5,1,CALCULATED
135095,2023-01-03,2023-07-31,210,2.0,0.0095,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
135096,2023-01-03,2023-07-31,210,4237.0,20.1762,2,41,1,20,61,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
135156,2023-01-03,2023-07-31,210,219.0,1.0429,2,3,1,1,4,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135157,2023-01-03,2023-07-31,210,5421.0,25.8143,2,52,1,26,78,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135158,2023-01-03,2023-07-31,210,6366.0,30.3143,2,61,1,30,91,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135160,2023-01-03,2023-07-31,210,14.0,0.0667,2,1,1,0,1,chilled=F · oversize=F,119,1,1,1,1,1,CALCULATED
135161,2023-01-03,2023-07-31,210,8810.0,41.9524,2,84,1,42,126,chilled=F · oversize=F,152,1,1,1,1,1,CALCULATED
135181,2023-01-03,2023-07-31,210,156.0,0.7429,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135185,2023-01-03,2023-07-31,210,16.0,0.0762,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135193,2023-01-03,2023-07-31,210,600.0,2.8571,2,6,1,3,9,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135194,2023-01-03,2023-07-31,210,42.0,0.2,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135368,2023-01-03,2023-07-31,210,4851.0,23.1,2,47,1,23,70,chilled=F · oversize=F,892,1,1,1,1,1,CALCULATED
135420,2023-01-03,2023-07-31,210,2220.0,10.5714,2,22,1,10,32,chilled=T · oversize=F,277,1,1,1,1,1,CALCULATED
135531,2023-01-03,2023-07-31,210,574.0,2.7333,2,6,1,3,9,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
135545,2023-01-03,2023-07-31,210,589.0,2.8048,2,6,1,3,9,chilled=F · oversize=F,119,1,1,1,1,1,CALCULATED
135742,2023-01-03,2023-07-31,210,960.0,4.5714,2,10,1,4,14,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
135744,2023-01-03,2023-07-31,210,7000.0,33.3333,2,67,1,33,100,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
135887,2023-01-03,2023-07-31,210,20.0,0.0952,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
136197,2023-01-03,2023-07-31,210,5056.0,24.0762,2,49,1,24,73,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
136877,2023-01-03,2023-07-31,210,214.0,1.019,2,3,1,1,4,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
136918,2023-01-03,2023-07-31,210,20.0,0.0952,2,1,1,0,1,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
136921,2023-01-03,2023-07-31,210,3169.0,15.0905,2,31,1,15,46,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
136923,2023-01-03,2023-07-31,210,114820.0,546.7619,2,1094,1,547,1641,chilled=F · oversize=F,227,1,1,1,8,1,CALCULATED
136957,2023-01-03,2023-07-31,210,5433.0,25.8714,2,52,1,26,78,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
136966,2023-01-03,2023-07-31,210,250.0,1.1905,2,3,1,1,4,chilled=F · oversize=F,30,1,1,1,1,1,CALCULATED
136967,2023-01-03,2023-07-31,210,250.0,1.1905,2,3,1,1,4,chilled=T · oversize=F,440,1,1,1,1,1,CALCULATED
136977,2023-01-03,2023-07-31,210,270.0,1.2857,2,3,1,1,4,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
136998,2023-01-03,2023-07-31,210,40010.0,190.5238,2,382,1,190,572,chilled=F · oversize=F,415,1,1,1,2,1,CALCULATED
137330,2023-01-03,2023-07-31,210,11328.0,53.9429,2,108,1,54,162,chilled=F · oversize=F,119,1,1,1,2,1,CALCULATED
137523,2023-01-03,2023-07-31,210,3278.0,15.6095,2,32,1,15,47,chilled=F · oversize=F,92,1,1,1,1,1,CALCULATED
137560,2023-01-03,2023-07-31,210,188.0,0.8952,2,2,1,1,3,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
137562,2023-01-03,2023-07-31,210,158.0,0.7524,2,2,1,1,3,chilled=F · oversize=F,297,1,1,1,1,1,CALCULATED
137575,2023-01-03,2023-07-31,210,60.0,0.2857,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
137931,2023-01-03,2023-07-31,210,500.0,2.381,2,5,1,3,8,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138090,2023-01-03,2023-07-31,210,1072.0,5.1048,2,11,1,5,16,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
138245,2023-01-03,2023-07-31,210,2010.0,9.5714,2,20,1,9,29,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
138350,2023-01-03,2023-07-31,210,7740.0,36.8571,2,74,1,37,111,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
138351,2023-01-03,2023-07-31,210,3681.0,17.5286,2,36,1,17,53,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
138352,2023-01-03,2023-07-31,210,9084.0,43.2571,2,87,1,43,130,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
138355,2023-01-03,2023-07-31,210,4752.0,22.6286,2,46,1,22,68,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
138368,2023-01-03,2023-07-31,210,2016.0,9.6,2,20,1,9,29,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
138386,2023-01-03,2023-07-31,210,3201.0,15.2429,2,31,1,15,46,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138387,2023-01-03,2023-07-31,210,296.0,1.4095,2,3,1,2,5,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
138388,2023-01-03,2023-07-31,210,1440.0,6.8571,2,14,1,7,21,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138468,2023-01-03,2023-07-31,210,27315.0,130.0714,2,261,1,130,391,chilled=F · oversize=F,227,1,1,1,2,1,CALCULATED
138469,2023-01-03,2023-07-31,210,329.0,1.5667,2,4,1,1,5,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
138499,2023-01-03,2023-07-31,210,2736.0,13.0286,2,27,1,13,40,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138500,2023-01-03,2023-07-31,210,15810.0,75.2857,2,151,1,75,226,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138501,2023-01-03,2023-07-31,210,7854.0,37.4,2,75,1,38,113,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138661,2023-01-03,2023-07-31,210,1800.0,8.5714,2,18,1,8,26,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
138901,2023-01-03,2023-07-31,210,40.0,0.1905,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138902,2023-01-03,2023-07-31,210,40.0,0.1905,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138904,2023-01-03,2023-07-31,210,221.0,1.0524,2,3,1,1,4,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
138935,2023-01-03,2023-07-31,210,33444.0,159.2571,2,319,1,159,478,chilled=T · oversize=F,415,1,1,1,2,1,CALCULATED
138936,2023-01-03,2023-07-31,210,10.0,0.0476,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
138990,2023-01-03,2023-07-31,210,24.0,0.1143,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139021,2023-01-03,2023-07-31,210,1869.0,8.9,2,18,1,9,27,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139112,2023-01-03,2023-07-31,210,9425.0,44.881,2,90,1,45,135,chilled=F · oversize=F,1,1,1,1,135,12,CALCULATED
139113,2023-01-03,2023-07-31,210,40.0,0.1905,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139114,2023-01-03,2023-07-31,210,40.0,0.1905,2,1,1,0,1,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
139115,2023-01-03,2023-07-31,210,40.0,0.1905,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139116,2023-01-03,2023-07-31,210,40.0,0.1905,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139147,2023-01-03,2023-07-31,210,1728.0,8.2286,2,17,1,8,25,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
139148,2023-01-03,2023-07-31,210,44.0,0.2095,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139149,2023-01-03,2023-07-31,210,3995.0,19.0238,2,39,1,19,58,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
139150,2023-01-03,2023-07-31,210,3670.0,17.4762,2,35,1,18,53,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139154,2023-01-03,2023-07-31,210,240.0,1.1429,2,3,1,1,4,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139166,2023-01-03,2023-07-31,210,10.0,0.0476,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
139195,2023-01-03,2023-07-31,210,4000.0,19.0476,2,39,1,19,58,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
139198,2023-01-03,2023-07-31,210,100.0,0.4762,2,1,1,1,2,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139225,2023-01-03,2023-07-31,210,2859.0,13.6143,2,28,1,13,41,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139236,2023-01-03,2023-07-31,210,1722.0,8.2,2,17,1,8,25,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139243,2023-01-03,2023-07-31,210,770.0,3.6667,2,8,1,3,11,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
139323,2023-01-03,2023-07-31,210,11990.0,57.0952,2,115,1,57,172,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140001,2023-01-03,2023-07-31,210,408.0,1.9429,2,4,1,2,6,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140005,2023-01-03,2023-07-31,210,1.0,0.0048,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140015,2023-01-03,2023-07-31,210,1330.0,6.3333,2,13,1,6,19,chilled=T · oversize=F,152,1,1,1,1,1,CALCULATED
140016,2023-01-03,2023-07-31,210,2324.0,11.0667,2,23,1,11,34,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
140021,2023-01-03,2023-07-31,210,12.0,0.0571,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140078,2023-01-03,2023-07-31,210,189.0,0.9,2,2,1,1,3,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140079,2023-01-03,2023-07-31,210,28080.0,133.7143,2,268,1,134,402,chilled=F · oversize=F,227,1,1,1,2,1,CALCULATED
140082,2023-01-03,2023-07-31,210,4290.0,20.4286,2,41,1,21,62,chilled=F · oversize=F,152,1,1,1,1,1,CALCULATED
140084,2023-01-03,2023-07-31,210,298.0,1.419,2,3,1,2,5,chilled=F · oversize=F,260,1,1,1,1,1,CALCULATED
140087,2023-01-03,2023-07-31,210,1144.0,5.4476,2,11,1,6,17,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140089,2023-01-03,2023-07-31,210,1564.0,7.4476,2,15,1,8,23,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140397,2023-01-03,2023-07-31,210,297.0,1.4143,2,3,1,2,5,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140800,2023-01-03,2023-07-31,210,10.0,0.0476,2,1,1,0,1,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
140839,2023-01-03,2023-07-31,210,800.0,3.8095,2,8,1,4,12,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
140881,2023-01-03,2023-07-31,210,24000.0,114.2857,2,229,1,114,343,chilled=F · oversize=F,227,1,1,1,2,1,CALCULATED
140965,2023-01-03,2023-07-31,210,400.0,1.9048,2,4,1,2,6,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
141084,2023-01-03,2023-07-31,210,246.0,1.1714,2,3,1,1,4,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
141276,2023-01-03,2023-07-31,210,210.0,1.0,2,2,1,1,3,chilled=T · oversize=F,354,1,1,1,1,1,CALCULATED
141277,2023-01-03,2023-07-31,210,192.0,0.9143,2,2,1,1,3,chilled=F · oversize=F,204,1,1,1,1,1,CALCULATED
141922,2023-01-03,2023-07-31,210,33.0,0.1571,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
143024,2023-01-03,2023-07-31,210,2822.0,13.4381,2,27,1,14,41,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
143381,2023-01-03,2023-07-31,210,66.0,0.3143,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
149303,2023-01-03,2023-07-31,210,136.0,0.6476,2,2,1,0,2,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
149346,2023-01-03,2023-07-31,210,389.0,1.8524,2,4,1,2,6,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
149347,2023-01-03,2023-07-31,210,2138.0,10.181,2,21,1,10,31,chilled=F · oversize=F,83,1,1,1,1,1,CALCULATED
149398,2023-01-03,2023-07-31,210,1032.0,4.9143,2,10,1,5,15,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
149467,2023-01-03,2023-07-31,210,8531.0,40.6238,2,82,1,40,122,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
149642,2023-01-03,2023-07-31,210,756.0,3.6,2,8,1,3,11,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
149920,2023-01-03,2023-07-31,210,2200.0,10.4762,2,21,1,11,32,chilled=F · oversize=F,260,1,1,1,1,1,CALCULATED
150452,2023-01-03,2023-07-31,210,24.0,0.1143,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
150455,2023-01-03,2023-07-31,210,200.0,0.9524,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
214618,2023-01-03,2023-07-31,210,10260.0,48.8571,2,98,1,49,147,chilled=F · oversize=F,196,1,1,1,1,1,CALCULATED
214619,2023-01-03,2023-07-31,210,4620.0,22.0,2,44,1,22,66,chilled=F · oversize=F,516,1,1,1,1,1,CALCULATED
