sku,handling_unit_id,from_rack,to_rack,from,to
111378,SHELF_124,G30_13,G32_14,Z18/A01/B-G30_13/L02/S04,Z18/A03/B-G32_14/L01/S04
111379,SHELF_134,G30_14,G16_6,Z18/A01/B-G30_14/L03/S02,Z13/A01/B-G16_6/L01/S01
111380,SHELF_034,G13_13,G13_12,Z10/A01/B-G13_13/L02/S01,Z10/A01/B-G13_12/L02/S04
111383,SHELF_114,G28_14,G14_7,Z17/A02/B-G28_14/L01/S04,Z10/A02/B-G14_7/L01/S04
111387,SHELF_046,G21_13,G21_12,Z15/A01/B-G21_13/L02/S02,Z15/A01/B-G21_12/L01/S02
111390,SHELF_201,G5_14,G7_6,Z04/A04/B-G5_14/L01/S03,Z06/A01/B-G7_6/L01/S02
111391,SHELF_056,G19_15,G4_15,Z14/A01/B-G19_15/L03/S04,Z04/A03/B-G4_15/L01/S04
111623,SHELF_151,G14_8,G10_6,Z10/A02/B-G14_8/L01/S02,Z09/A01/B-G10_6/L02/S02
111795,SHELF_084,G3_14,G3_14,Z04/A02/B-G3_14/L01/S02,Z04/A02/B-G3_14/L01/S03
111832,SHELF_157,G10_9,G22_6,Z09/A01/B-G10_9/L02/S01,Z15/A02/B-G22_6/L01/S04
111833,SHELF_285,G21_10,G33_7,Z15/A01/B-G21_10/L02/S04,Z19/A04/B-G33_7/L01/S03
111836,SHELF_125,G11_8,G33_15,Z09/A02/B-G11_8/L01/S01,Z18/A04/B-G33_15/L02/S02
111837,SHELF_146,G25_13,G0_13,Z16/A02/B-G25_13/L03/S03,Z03/A01/B-G0_13/L01/S03
111897,SHELF_028,G22_12,G20_13,Z15/A02/B-G22_12/L01/S03,Z14/A02/B-G20_13/L02/S02
111964,SHELF_237,G5_7,G4_6,Z01/A04/B-G5_7/L03/S03,Z01/A03/B-G4_6/L02/S02
111988,SHELF_105,G22_12,G31_14,Z15/A02/B-G22_12/L01/S01,Z18/A02/B-G31_14/L01/S01
111990,SHELF_129,G17_8,G2_12,Z13/A02/B-G17_8/L01/S01,Z04/A01/B-G2_12/L02/S02
111992,SHELF_277,G21_10,G26_2,Z15/A01/B-G21_10/L02/S01,Z21/A02/B-G26_2/L01/S02
111995,SHELF_134,G21_13,G16_6,Z15/A01/B-G21_13/L03/S02,Z13/A01/B-G16_6/L02/S02
111996,SHELF_149,G5_9,G5_9,Z01/A04/B-G5_9/L01/S04,Z01/A04/B-G5_9/L02/S03
111997,SHELF_217,G4_9,G2_8,Z01/A03/B-G4_9/L01/S01,Z01/A01/B-G2_8/L01/S03
111998,SHELF_020,G28_15,G13_13,Z17/A02/B-G28_15/L01/S03,Z10/A01/B-G13_13/L02/S03
111999,SHELF_004,G13_13,G17_15,Z10/A01/B-G13_13/L03/S02,Z13/A02/B-G17_15/L01/S02
112001,SHELF_030,G21_9,G11_13,Z15/A01/B-G21_9/L02/S01,Z09/A02/B-G11_13/L02/S02
112003,SHELF_068,G8_12,G25_12,Z06/A02/B-G8_12/L03/S02,Z16/A02/B-G25_12/L01/S01
112004,SHELF_007,G3_13,G11_15,Z04/A02/B-G3_13/L03/S04,Z09/A02/B-G11_15/L01/S02
112006,SHELF_184,G14_10,G28_8,Z10/A02/B-G14_10/L03/S02,Z17/A02/B-G28_8/L02/S02
112007,SHELF_072,G17_12,G11_10,Z13/A02/B-G17_12/L03/S04,Z09/A02/B-G11_10/L01/S03
112008,SHELF_032,G24_13,G7_15,Z16/A01/B-G24_13/L01/S04,Z06/A01/B-G7_15/L02/S04
112009,SHELF_060,G5_15,G14_10,Z04/A04/B-G5_15/L03/S03,Z10/A02/B-G14_10/L02/S01
112010,SHELF_010,G17_15,G13_14,Z13/A02/B-G17_15/L02/S04,Z10/A01/B-G13_14/L01/S01
112011,SHELF_189,G21_12,G27_7,Z15/A01/B-G21_12/L02/S02,Z17/A01/B-G27_7/L01/S01
112013,SHELF_215,G4_10,G4_7,Z01/A03/B-G4_10/L01/S01,Z01/A03/B-G4_7/L03/S01
112017,SHELF_164,G20_14,G27_8,Z14/A02/B-G20_14/L01/S04,Z17/A01/B-G27_8/L01/S04
112019,SHELF_292,G25_13,G31_4,Z16/A02/B-G25_13/L01/S01,Z19/A02/B-G31_4/L01/S01
112021,SHELF_161,G27_13,G8_7,Z17/A01/B-G27_13/L02/S04,Z06/A02/B-G8_7/L01/S01
112022,SHELF_074,G4_15,G2_15,Z04/A03/B-G4_15/L03/S02,Z04/A01/B-G2_15/L01/S04
112023,SHELF_144,G22_9,G33_14,Z15/A02/B-G22_9/L01/S03,Z18/A04/B-G33_14/L01/S04
112027,SHELF_286,G32_15,G35_9,Z18/A03/B-G32_15/L02/S02,Z20/A01/B-G35_9/L01/S04
112028,SHELF_310,G14_8,G3_1,Z10/A02/B-G14_8/L01/S03,Z05/A02/B-G3_1/L01/S03
112029,SHELF_041,G16_15,G8_14,Z13/A01/B-G16_15/L02/S03,Z06/A02/B-G8_14/L01/S03
112032,SHELF_167,G17_10,G33_13,Z13/A02/B-G17_10/L02/S01,Z18/A04/B-G33_13/L01/S02
112034,SHELF_050,G14_15,G22_12,Z10/A02/B-G14_15/L02/S02,Z15/A02/B-G22_12/L01/S03
112036,SHELF_009,G16_13,G10_15,Z13/A01/B-G16_13/L02/S02,Z09/A01/B-G10_15/L01/S03
112039,SHELF_048,G22_10,G7_14,Z15/A02/B-G22_10/L03/S01,Z06/A01/B-G7_14/L02/S02
112040,SHELF_200,G5_9,G5_7,Z01/A04/B-G5_9/L02/S04,Z01/A04/B-G5_7/L01/S02
112041,SHELF_002,G28_14,G14_15,Z17/A02/B-G28_14/L03/S04,Z10/A02/B-G14_15/L02/S01
112043,SHELF_164,G22_10,G27_8,Z15/A02/B-G22_10/L02/S02,Z17/A01/B-G27_8/L01/S01
112044,SHELF_053,G20_13,G8_13,Z14/A02/B-G20_13/L03/S03,Z06/A02/B-G8_13/L02/S01
112045,SHELF_003,G20_15,G16_15,Z14/A02/B-G20_15/L03/S04,Z13/A01/B-G16_15/L01/S04
112046,SHELF_052,G27_12,G28_15,Z17/A01/B-G27_12/L03/S01,Z17/A02/B-G28_15/L01/S03
112051,SHELF_225,G3_13,G24_4,Z04/A02/B-G3_13/L01/S03,Z16/A01/B-G24_4/L01/S04
112053,SHELF_060,G17_12,G14_10,Z13/A02/B-G17_12/L02/S01,Z10/A02/B-G14_10/L01/S02
112056,SHELF_037,G14_15,G17_12,Z10/A02/B-G14_15/L01/S03,Z13/A02/B-G17_12/L01/S01
112059,SHELF_076,G17_14,G7_12,Z13/A02/B-G17_14/L03/S02,Z06/A01/B-G7_12/L01/S01
112061,SHELF_016,G25_13,G20_14,Z16/A02/B-G25_13/L02/S02,Z14/A02/B-G20_14/L01/S03
112066,SHELF_031,G17_15,G21_13,Z13/A02/B-G17_15/L02/S03,Z15/A01/B-G21_13/L01/S03
112067,SHELF_146,G4_13,G0_13,Z04/A03/B-G4_13/L02/S04,Z03/A01/B-G0_13/L01/S04
112068,SHELF_156,G25_15,G19_5,Z16/A02/B-G25_15/L03/S03,Z14/A01/B-G19_5/L01/S01
112069,SHELF_183,G10_12,G24_6,Z09/A01/B-G10_12/L01/S02,Z16/A01/B-G24_6/L02/S01
112070,SHELF_075,G17_13,G5_13,Z13/A02/B-G17_13/L02/S03,Z04/A04/B-G5_13/L01/S01
112071,SHELF_302,G30_14,G30_2,Z18/A01/B-G30_14/L03/S04,Z21/A06/B-G30_2/L01/S01
112072,SHELF_058,G14_10,G7_13,Z10/A02/B-G14_10/L02/S04,Z06/A01/B-G7_13/L01/S04
112073,SHELF_261,G5_14,G21_1,Z04/A04/B-G5_14/L02/S04,Z15/A01/B-G21_1/L01/S04
112077,SHELF_013,G16_8,G17_14,Z13/A01/B-G16_8/L01/S02,Z13/A02/B-G17_14/L01/S01
112078,SHELF_020,G3_15,G13_13,Z04/A02/B-G3_15/L02/S01,Z10/A01/B-G13_13/L02/S01
112080,SHELF_070,G4_12,G30_15,Z04/A03/B-G4_12/L02/S02,Z18/A01/B-G30_15/L01/S02
112081,SHELF_220,G5_14,G13_2,Z04/A04/B-G5_14/L03/S02,Z12/A01/B-G13_2/L01/S01
112083,SHELF_147,G25_15,G11_6,Z16/A02/B-G25_15/L01/S01,Z09/A02/B-G11_6/L01/S01
112084,SHELF_096,G10_13,G14_8,Z09/A01/B-G10_13/L01/S01,Z10/A02/B-G14_8/L01/S04
112086,SHELF_051,G17_15,G24_13,Z13/A02/B-G17_15/L01/S01,Z16/A01/B-G24_13/L01/S01
112087,SHELF_054,G20_14,G25_13,Z14/A02/B-G20_14/L01/S02,Z16/A02/B-G25_13/L01/S02
112191,SHELF_101,G28_13,G28_12,Z17/A02/B-G28_13/L03/S02,Z17/A02/B-G28_12/L02/S01
112193,SHELF_308,G30_13,G0_4,Z18/A01/B-G30_13/L01/S04,Z03/A01/B-G0_4/L01/S02
112194,SHELF_149,G3_10,G5_9,Z01/A02/B-G3_10/L02/S02,Z01/A04/B-G5_9/L01/S04
112195,SHELF_058,G8_13,G7_13,Z06/A02/B-G8_13/L03/S03,Z06/A01/B-G7_13/L02/S01
112198,SHELF_124,G30_15,G32_14,Z18/A01/B-G30_15/L01/S03,Z18/A03/B-G32_14/L01/S01
112200,SHELF_134,G4_14,G16_6,Z04/A03/B-G4_14/L01/S02,Z13/A01/B-G16_6/L02/S01
112203,SHELF_087,G10_14,G30_14,Z09/A01/B-G10_14/L02/S01,Z18/A01/B-G30_14/L01/S01
112204,SHELF_150,G20_9,G7_8,Z14/A02/B-G20_9/L03/S01,Z06/A01/B-G7_8/L02/S01
112205,SHELF_260,G22_10,G11_1,Z15/A02/B-G22_10/L02/S03,Z11/A02/B-G11_1/L01/S04
112207,SHELF_254,G2_13,G30_6,Z04/A01/B-G2_13/L03/S02,Z19/A01/B-G30_6/L01/S02
112208,SHELF_099,G19_13,G19_8,Z14/A01/B-G19_13/L01/S02,Z14/A01/B-G19_8/L02/S01
112210,SHELF_258,G2_9,G4_5,Z01/A01/B-G2_9/L01/S03,Z01/A03/B-G4_5/L01/S02
112211,SHELF_254,G13_10,G30_6,Z10/A01/B-G13_10/L03/S02,Z19/A01/B-G30_6/L01/S04
112212,SHELF_300,G7_12,G5_1,Z06/A01/B-G7_12/L02/S02,Z05/A04/B-G5_1/L01/S02
112213,SHELF_086,G20_9,G27_12,Z14/A02/B-G20_9/L01/S01,Z17/A01/B-G27_12/L02/S01
112215,SHELF_062,G5_13,G19_10,Z04/A04/B-G5_13/L01/S02,Z14/A01/B-G19_10/L01/S01
112216,SHELF_164,G17_10,G27_8,Z13/A02/B-G17_10/L02/S02,Z17/A01/B-G27_8/L01/S03
112217,SHELF_150,G28_14,G7_8,Z17/A02/B-G28_14/L01/S03,Z06/A01/B-G7_8/L01/S02
112227,SHELF_140,G21_10,G20_6,Z15/A01/B-G21_10/L01/S01,Z14/A02/B-G20_6/L01/S04
112229,SHELF_283,G4_13,G31_5,Z04/A03/B-G4_13/L01/S01,Z19/A02/B-G31_5/L01/S02
112230,SHELF_241,G4_8,G2_7,Z01/A03/B-G4_8/L03/S01,Z01/A01/B-G2_7/L01/S01
112231,SHELF_199,G5_10,G2_9,Z01/A04/B-G5_10/L01/S03,Z01/A01/B-G2_9/L01/S01
112233,SHELF_097,G31_15,G16_8,Z18/A02/B-G31_15/L01/S03,Z13/A01/B-G16_8/L02/S01
112240,SHELF_120,G11_9,G20_7,Z09/A02/B-G11_9/L01/S01,Z14/A02/B-G20_7/L02/S03
112247,SHELF_186,G4_15,G8_6,Z04/A03/B-G4_15/L02/S03,Z06/A02/B-G8_6/L01/S01
112248,SHELF_201,G11_8,G7_6,Z09/A02/B-G11_8/L03/S01,Z06/A01/B-G7_6/L01/S01
112251,SHELF_212,G28_13,G32_10,Z17/A02/B-G28_13/L03/S03,Z19/A03/B-G32_10/L01/S02
112252,SHELF_145,G3_10,G4_10,Z01/A02/B-G3_10/L02/S03,Z01/A03/B-G4_10/L02/S01
112254,SHELF_257,G31_14,G36_12,Z18/A02/B-G31_14/L03/S04,Z20/A02/B-G36_12/L01/S02
112256,SHELF_135,G2_14,G17_6,Z04/A01/B-G2_14/L03/S04,Z13/A02/B-G17_6/L01/S02
112259,SHELF_154,G27_12,G16_5,Z17/A01/B-G27_12/L02/S03,Z13/A01/B-G16_5/L01/S02
112262,SHELF_148,G16_8,G21_6,Z13/A01/B-G16_8/L03/S02,Z15/A01/B-G21_6/L01/S02
112266,SHELF_184,G13_10,G28_8,Z10/A01/B-G13_10/L03/S03,Z17/A02/B-G28_8/L01/S04
112267,SHELF_264,G3_13,G10_1,Z04/A02/B-G3_13/L01/S01,Z11/A01/B-G10_1/L01/S03
112269,SHELF_211,G5_12,G31_9,Z04/A04/B-G5_12/L01/S02,Z19/A02/B-G31_9/L02/S01
112272,SHELF_063,G10_10,G24_12,Z09/A01/B-G10_10/L03/S02,Z16/A01/B-G24_12/L01/S01
112273,SHELF_143,G17_12,G32_13,Z13/A02/B-G17_12/L03/S01,Z18/A03/B-G32_13/L01/S03
112275,SHELF_207,G20_10,G8_5,Z14/A02/B-G20_10/L02/S02,Z06/A02/B-G8_5/L01/S03
112277,SHELF_006,G21_12,G20_15,Z15/A01/B-G21_12/L01/S02,Z14/A02/B-G20_15/L01/S01
112278,SHELF_263,G2_9,G5_4,Z01/A01/B-G2_9/L01/S01,Z01/A04/B-G5_4/L01/S01
112279,SHELF_012,G16_14,G16_14,Z13/A01/B-G16_14/L03/S03,Z13/A01/B-G16_14/L02/S01
112281,SHELF_119,G27_12,G3_12,Z17/A01/B-G27_12/L03/S02,Z04/A02/B-G3_12/L02/S02
112282,SHELF_285,G21_9,G33_7,Z15/A01/B-G21_9/L02/S02,Z19/A04/B-G33_7/L01/S02
112283,SHELF_182,G27_15,G22_5,Z17/A01/B-G27_15/L02/S03,Z15/A02/B-G22_5/L01/S01
112284,SHELF_058,G14_14,G7_13,Z10/A02/B-G14_14/L03/S03,Z06/A01/B-G7_13/L02/S03
112285,SHELF_030,G11_14,G11_13,Z09/A02/B-G11_14/L01/S01,Z09/A02/B-G11_13/L02/S03
112286,SHELF_092,G10_12,G2_14,Z09/A01/B-G10_12/L02/S02,Z04/A01/B-G2_14/L01/S01
112287,SHELF_068,G14_14,G25_12,Z10/A02/B-G14_14/L01/S04,Z16/A02/B-G25_12/L02/S02
112288,SHELF_014,G16_15,G19_14,Z13/A01/B-G16_15/L01/S04,Z14/A01/B-G19_14/L01/S03
112292,SHELF_013,G17_13,G17_14,Z13/A02/B-G17_13/L03/S01,Z13/A02/B-G17_14/L01/S02
112294,SHELF_232,G17_13,G30_7,Z13/A02/B-G17_13/L01/S03,Z19/A01/B-G30_7/L01/S03
112297,SHELF_089,G27_12,G4_13,Z17/A01/B-G27_12/L02/S01,Z04/A03/B-G4_13/L02/S02
112300,SHELF_276,G2_13,G0_7,Z04/A01/B-G2_13/L03/S03,Z03/A01/B-G0_7/L02/S01
112302,SHELF_007,G11_14,G11_15,Z09/A02/B-G11_14/L02/S04,Z09/A02/B-G11_15/L02/S03
112305,SHELF_090,G20_10,G11_9,Z14/A02/B-G20_10/L02/S04,Z09/A02/B-G11_9/L02/S02
112307,SHELF_152,G8_14,G13_5,Z06/A02/B-G8_14/L03/S04,Z10/A01/B-G13_5/L01/S03
112308,SHELF_057,G7_13,G5_14,Z06/A01/B-G7_13/L03/S04,Z04/A04/B-G5_14/L01/S01
112312,SHELF_041,G20_10,G8_14,Z14/A02/B-G20_10/L01/S04,Z06/A02/B-G8_14/L01/S02
112313,SHELF_190,G28_15,G30_9,Z17/A02/B-G28_15/L03/S03,Z19/A01/B-G30_9/L01/S04
112315,SHELF_172,G24_12,G21_5,Z16/A01/B-G24_12/L03/S04,Z15/A01/B-G21_5/L01/S04
112316,SHELF_271,G4_15,G31_6,Z04/A03/B-G4_15/L01/S01,Z19/A02/B-G31_6/L01/S01
112317,SHELF_028,G21_14,G20_13,Z15/A01/B-G21_14/L03/S01,Z14/A02/B-G20_13/L01/S03
112319,SHELF_184,G25_14,G28_8,Z16/A02/B-G25_14/L03/S03,Z17/A02/B-G28_8/L02/S01
112320,SHELF_204,G21_10,G24_5,Z15/A01/B-G21_10/L01/S02,Z16/A01/B-G24_5/L02/S02
112323,SHELF_097,G7_13,G16_8,Z06/A01/B-G7_13/L02/S03,Z13/A01/B-G16_8/L01/S04
112324,SHELF_010,G20_15,G13_14,Z14/A02/B-G20_15/L01/S01,Z10/A01/B-G13_14/L01/S02
112326,SHELF_007,G13_14,G11_15,Z10/A01/B-G13_14/L01/S02,Z09/A02/B-G11_15/L01/S04
112329,SHELF_101,G19_12,G28_12,Z14/A01/B-G19_12/L02/S01,Z17/A02/B-G28_12/L01/S04
112330,SHELF_123,G13_10,G31_13,Z10/A01/B-G13_10/L02/S01,Z18/A02/B-G31_13/L01/S04
112331,SHELF_154,G20_14,G16_5,Z14/A02/B-G20_14/L03/S03,Z13/A01/B-G16_5/L01/S01
112332,SHELF_212,G13_13,G32_10,Z10/A01/B-G13_13/L01/S02,Z19/A03/B-G32_10/L01/S01
112333,SHELF_248,G24_14,G19_1,Z16/A01/B-G24_14/L01/S01,Z14/A01/B-G19_1/L01/S01
112334,SHELF_071,G16_14,G4_14,Z13/A01/B-G16_14/L02/S03,Z04/A03/B-G4_14/L01/S03
112335,SHELF_273,G30_15,G33_8,Z18/A01/B-G30_15/L03/S02,Z19/A04/B-G33_8/L01/S03
112340,SHELF_233,G19_10,G31_8,Z14/A01/B-G19_10/L03/S03,Z19/A02/B-G31_8/L01/S02
112342,SHELF_008,G21_9,G21_15,Z15/A01/B-G21_9/L01/S02,Z15/A01/B-G21_15/L01/S04
112344,SHELF_072,G14_9,G11_10,Z10/A02/B-G14_9/L01/S03,Z09/A02/B-G11_10/L01/S04
112347,SHELF_138,G17_12,G28_10,Z13/A02/B-G17_12/L02/S04,Z17/A02/B-G28_10/L01/S03
112348,SHELF_184,G10_9,G28_8,Z09/A01/B-G10_9/L03/S03,Z17/A02/B-G28_8/L01/S03
112351,SHELF_229,G25_13,G20_2,Z16/A02/B-G25_13/L03/S02,Z14/A02/B-G20_2/L01/S04
112352,SHELF_204,G19_8,G24_5,Z14/A01/B-G19_8/L01/S01,Z16/A01/B-G24_5/L01/S02
112353,SHELF_187,G14_12,G20_4,Z10/A02/B-G14_12/L02/S01,Z14/A02/B-G20_4/L01/S03
112355,SHELF_030,G11_10,G11_13,Z09/A02/B-G11_10/L02/S03,Z09/A02/B-G11_13/L02/S04
112356,SHELF_034,G19_8,G13_12,Z14/A01/B-G19_8/L03/S01,Z10/A01/B-G13_12/L01/S01
112357,SHELF_170,G24_13,G0_12,Z16/A01/B-G24_13/L03/S01,Z03/A01/B-G0_12/L01/S02
112359,SHELF_042,G21_15,G20_12,Z15/A01/B-G21_15/L01/S02,Z14/A02/B-G20_12/L01/S01
112361,SHELF_152,G25_15,G13_5,Z16/A02/B-G25_15/L02/S01,Z10/A01/B-G13_5/L01/S01
112363,SHELF_023,G11_14,G17_13,Z09/A02/B-G11_14/L02/S02,Z13/A02/B-G17_13/L02/S01
112364,SHELF_087,G27_14,G30_14,Z17/A01/B-G27_14/L01/S02,Z18/A01/B-G30_14/L01/S02
112365,SHELF_213,G27_13,G35_13,Z17/A01/B-G27_13/L02/S01,Z20/A01/B-G35_13/L01/S04
112366,SHELF_143,G5_15,G32_13,Z04/A04/B-G5_15/L01/S04,Z18/A03/B-G32_13/L02/S02
112367,SHELF_160,G5_9,G3_10,Z01/A04/B-G5_9/L03/S02,Z01/A02/B-G3_10/L01/S03
112368,SHELF_007,G27_14,G11_15,Z17/A01/B-G27_14/L02/S04,Z09/A02/B-G11_15/L02/S02
112369,SHELF_129,G17_14,G2_12,Z13/A02/B-G17_14/L03/S01,Z04/A01/B-G2_12/L01/S02
112371,SHELF_192,G8_15,G33_12,Z06/A02/B-G8_15/L03/S04,Z18/A04/B-G33_12/L01/S02
112372,SHELF_190,G3_14,G30_9,Z04/A02/B-G3_14/L02/S01,Z19/A01/B-G30_9/L01/S03
112374,SHELF_061,G19_14,G17_10,Z14/A01/B-G19_14/L02/S03,Z13/A02/B-G17_10/L02/S01
112377,SHELF_096,G7_14,G14_8,Z06/A01/B-G7_14/L03/S01,Z10/A02/B-G14_8/L01/S02
112379,SHELF_157,G21_13,G22_6,Z15/A01/B-G21_13/L03/S03,Z15/A02/B-G22_6/L01/S03
112380,SHELF_131,G20_14,G10_7,Z14/A02/B-G20_14/L03/S04,Z09/A01/B-G10_7/L01/S02
112381,SHELF_078,G10_12,G13_9,Z09/A01/B-G10_12/L01/S03,Z10/A01/B-G13_9/L02/S02
112386,SHELF_162,G11_13,G20_5,Z09/A02/B-G11_13/L02/S02,Z14/A02/B-G20_5/L01/S01
112387,SHELF_203,G17_10,G22_4,Z13/A02/B-G17_10/L03/S03,Z15/A02/B-G22_4/L01/S02
112392,SHELF_173,G5_10,G2_10,Z01/A04/B-G5_10/L03/S02,Z01/A01/B-G2_10/L01/S03
112394,SHELF_068,G17_14,G25_12,Z13/A02/B-G17_14/L01/S03,Z16/A02/B-G25_12/L02/S01
112395,SHELF_109,G19_10,G11_8,Z14/A01/B-G19_10/L03/S01,Z09/A02/B-G11_8/L01/S03
112396,SHELF_122,G3_15,G30_12,Z04/A02/B-G3_15/L03/S04,Z18/A01/B-G30_12/L01/S01
112398,SHELF_017,G20_8,G11_14,Z14/A02/B-G20_8/L01/S04,Z09/A02/B-G11_14/L01/S02
112400,SHELF_161,G13_8,G8_7,Z10/A01/B-G13_8/L03/S02,Z06/A02/B-G8_7/L01/S02
112403,SHELF_116,G11_9,G17_7,Z09/A02/B-G11_9/L03/S03,Z13/A02/B-G17_7/L02/S01
112404,SHELF_120,G30_15,G20_7,Z18/A01/B-G30_15/L03/S03,Z14/A02/B-G20_7/L01/S04
112430,SHELF_086,G27_15,G27_12,Z17/A01/B-G27_15/L02/S04,Z17/A01/B-G27_12/L02/S02
112431,SHELF_131,G16_12,G10_7,Z13/A01/B-G16_12/L01/S01,Z09/A01/B-G10_7/L02/S01
112432,SHELF_094,G10_12,G10_9,Z09/A01/B-G10_12/L03/S01,Z09/A01/B-G10_9/L02/S01
112435,SHELF_127,G7_14,G11_7,Z06/A01/B-G7_14/L01/S04,Z09/A02/B-G11_7/L01/S01
112440,SHELF_199,G3_8,G2_9,Z01/A02/B-G3_8/L02/S02,Z01/A01/B-G2_9/L01/S04
112442,SHELF_150,G2_15,G7_8,Z04/A01/B-G2_15/L03/S03,Z06/A01/B-G7_8/L02/S03
112444,SHELF_011,G30_15,G14_14,Z18/A01/B-G30_15/L01/S02,Z10/A02/B-G14_14/L01/S02
112445,SHELF_229,G4_15,G20_2,Z04/A03/B-G4_15/L01/S02,Z14/A02/B-G20_2/L02/S01
112450,SHELF_276,G7_12,G0_7,Z06/A01/B-G7_12/L02/S03,Z03/A01/B-G0_7/L01/S03
112451,SHELF_077,G8_15,G10_10,Z06/A02/B-G8_15/L02/S02,Z09/A01/B-G10_10/L02/S01
112452,SHELF_069,G16_13,G27_13,Z13/A01/B-G16_13/L02/S03,Z17/A01/B-G27_13/L01/S03
112516,SHELF_046,G4_12,G21_12,Z04/A03/B-G4_12/L01/S01,Z15/A01/B-G21_12/L01/S01
113093,SHELF_128,G3_15,G21_7,Z04/A02/B-G3_15/L02/S03,Z15/A01/B-G21_7/L01/S01
113097,SHELF_218,G5_8,G5_6,Z01/A04/B-G5_8/L01/S03,Z01/A04/B-G5_6/L02/S03
113098,SHELF_297,G21_9,G4_2,Z15/A01/B-G21_9/L03/S01,Z05/A03/B-G4_2/L01/S01
113114,SHELF_318,G3_14,G35_5,Z04/A02/B-G3_14/L03/S01,Z20/A01/B-G35_5/L01/S01
113118,SHELF_226,G20_8,G28_6,Z14/A02/B-G20_8/L03/S01,Z17/A02/B-G28_6/L01/S01
113119,SHELF_161,G10_9,G8_7,Z09/A01/B-G10_9/L02/S04,Z06/A02/B-G8_7/L02/S01
113122,SHELF_025,G5_12,G22_14,Z04/A04/B-G5_12/L02/S01,Z15/A02/B-G22_14/L02/S01
113124,SHELF_183,G11_10,G24_6,Z09/A02/B-G11_10/L01/S02,Z16/A01/B-G24_6/L01/S01
113142,SHELF_066,G4_13,G8_12,Z04/A03/B-G4_13/L01/S02,Z06/A02/B-G8_12/L03/S01
113143,SHELF_315,G32_15,G0_3,Z18/A03/B-G32_15/L03/S01,Z03/A01/B-G0_3/L01/S02
113144,SHELF_099,G30_14,G19_8,Z18/A01/B-G30_14/L01/S01,Z14/A01/B-G19_8/L02/S02
113146,SHELF_196,G13_8,G0_11,Z10/A01/B-G13_8/L02/S03,Z03/A01/B-G0_11/L01/S04
113152,SHELF_125,G17_9,G33_15,Z13/A02/B-G17_9/L03/S04,Z18/A04/B-G33_15/L01/S04
113159,SHELF_029,G27_13,G25_15,Z17/A01/B-G27_13/L01/S03,Z16/A02/B-G25_15/L02/S04
113162,SHELF_031,G19_14,G21_13,Z14/A01/B-G19_14/L03/S01,Z15/A01/B-G21_13/L01/S02
113164,SHELF_188,G17_8,G25_6,Z13/A02/B-G17_8/L02/S02,Z16/A02/B-G25_6/L01/S04
113165,SHELF_159,G22_9,G28_9,Z15/A02/B-G22_9/L03/S01,Z17/A02/B-G28_9/L01/S04
113170,SHELF_155,G31_15,G17_5,Z18/A02/B-G31_15/L01/S04,Z13/A02/B-G17_5/L01/S04
113179,SHELF_226,G3_13,G28_6,Z04/A02/B-G3_13/L02/S02,Z17/A02/B-G28_6/L02/S01
113194,SHELF_047,G19_13,G5_15,Z14/A01/B-G19_13/L02/S04,Z04/A04/B-G5_15/L01/S03
113195,SHELF_177,G2_15,G13_4,Z04/A01/B-G2_15/L01/S03,Z10/A01/B-G13_4/L01/S02
113197,SHELF_069,G19_14,G27_13,Z14/A01/B-G19_14/L03/S04,Z17/A01/B-G27_13/L01/S04
113201,SHELF_033,G20_13,G10_13,Z14/A02/B-G20_13/L02/S03,Z09/A01/B-G10_13/L01/S02
113202,SHELF_152,G4_14,G13_5,Z04/A03/B-G4_14/L01/S03,Z10/A01/B-G13_5/L02/S02
113203,SHELF_293,G25_12,G32_5,Z16/A02/B-G25_12/L01/S02,Z19/A03/B-G32_5/L01/S01
113205,SHELF_104,G14_9,G30_13,Z10/A02/B-G14_9/L03/S04,Z18/A01/B-G30_13/L01/S01
113209,SHELF_264,G4_12,G10_1,Z04/A03/B-G4_12/L03/S02,Z11/A01/B-G10_1/L01/S02
113216,SHELF_177,G21_9,G13_4,Z15/A01/B-G21_9/L01/S04,Z10/A01/B-G13_4/L01/S03
113218,SHELF_250,G13_10,G28_5,Z10/A01/B-G13_10/L02/S03,Z17/A02/B-G28_5/L01/S04
113225,SHELF_111,G0_15,G2_13,Z03/A01/B-G0_15/L01/S04,Z04/A01/B-G2_13/L01/S04
113226,SHELF_303,G11_8,G32_4,Z09/A02/B-G11_8/L03/S02,Z19/A03/B-G32_4/L01/S03
113227,SHELF_089,G13_9,G4_13,Z10/A01/B-G13_9/L03/S01,Z04/A03/B-G4_13/L01/S01
113230,SHELF_010,G0_15,G13_14,Z03/A01/B-G0_15/L02/S03,Z10/A01/B-G13_14/L02/S01
113231,SHELF_273,G13_8,G33_8,Z10/A01/B-G13_8/L02/S04,Z19/A04/B-G33_8/L01/S02
113232,SHELF_046,G25_12,G21_12,Z16/A02/B-G25_12/L01/S03,Z15/A01/B-G21_12/L01/S03
113314,SHELF_112,G7_12,G10_8,Z06/A01/B-G7_12/L02/S04,Z09/A01/B-G10_8/L01/S03
114522,SHELF_315,G13_8,G0_3,Z10/A01/B-G13_8/L01/S04,Z03/A01/B-G0_3/L01/S01
