sku,handling_unit_id,from_rack,to_rack,from,to
110136,SHELF_176,G25_14,G10_5,Z16/A02/B-G25_14/L02/S04,Z09/A01/B-G10_5/L01/S03
110137,SHELF_146,G24_15,G0_13,Z16/A01/B-G24_15/L02/S04,Z03/A01/B-G0_13/L01/S02
110138,SHELF_139,G10_13,G8_8,Z09/A01/B-G10_13/L02/S03,Z06/A02/B-G8_8/L01/S03
110139,SHELF_094,G17_12,G10_9,Z13/A02/B-G17_12/L02/S02,Z09/A01/B-G10_9/L01/S03
110141,SHELF_064,G17_14,G28_14,Z13/A02/B-G17_14/L02/S02,Z17/A02/B-G28_14/L02/S02
110142,SHELF_085,G24_15,G20_9,Z16/A01/B-G24_15/L02/S03,Z14/A02/B-G20_9/L02/S01
110143,SHELF_094,G21_15,G10_9,Z15/A01/B-G21_15/L03/S01,Z09/A01/B-G10_9/L01/S01
110146,SHELF_039,G20_14,G22_13,Z14/A02/B-G20_14/L01/S03,Z15/A02/B-G22_13/L02/S01
110147,SHELF_248,G25_12,G19_1,Z16/A02/B-G25_12/L01/S04,Z14/A01/B-G19_1/L01/S02
110148,SHELF_019,G16_15,G10_14,Z13/A01/B-G16_15/L01/S02,Z09/A01/B-G10_14/L01/S04
110149,SHELF_049,G22_13,G10_12,Z15/A02/B-G22_13/L01/S03,Z09/A01/B-G10_12/L02/S02
110150,SHELF_069,G16_12,G27_13,Z13/A01/B-G16_12/L01/S04,Z17/A01/B-G27_13/L01/S02
110151,SHELF_020,G7_14,G13_13,Z06/A01/B-G7_14/L03/S04,Z10/A01/B-G13_13/L01/S01
110152,SHELF_292,G31_15,G31_4,Z18/A02/B-G31_15/L03/S01,Z19/A02/B-G31_4/L01/S02
110153,SHELF_217,G4_9,G2_8,Z01/A03/B-G4_9/L02/S04,Z01/A01/B-G2_8/L01/S04
110154,SHELF_127,G13_13,G11_7,Z10/A01/B-G13_13/L01/S03,Z09/A02/B-G11_7/L01/S02
110155,SHELF_087,G21_13,G30_14,Z15/A01/B-G21_13/L01/S03,Z18/A01/B-G30_14/L02/S02
110156,SHELF_146,G11_12,G0_13,Z09/A02/B-G11_12/L01/S03,Z03/A01/B-G0_13/L01/S01
110157,SHELF_109,G17_10,G11_8,Z13/A02/B-G17_10/L02/S04,Z09/A02/B-G11_8/L02/S01
110158,SHELF_027,G27_13,G8_15,Z17/A01/B-G27_13/L02/S03,Z06/A02/B-G8_15/L02/S02
110161,SHELF_078,G19_13,G13_9,Z14/A01/B-G19_13/L03/S02,Z10/A01/B-G13_9/L02/S01
110162,SHELF_009,G16_14,G10_15,Z13/A01/B-G16_14/L01/S03,Z09/A01/B-G10_15/L02/S01
110163,SHELF_178,G21_14,G14_4,Z15/A01/B-G21_14/L01/S01,Z10/A02/B-G14_4/L01/S03
110164,SHELF_052,G13_13,G28_15,Z10/A01/B-G13_13/L03/S04,Z17/A02/B-G28_15/L02/S03
110165,SHELF_041,G20_14,G8_14,Z14/A02/B-G20_14/L02/S04,Z06/A02/B-G8_14/L01/S04
110166,SHELF_038,G14_15,G19_12,Z10/A02/B-G14_15/L03/S03,Z14/A01/B-G19_12/L01/S04
110168,SHELF_063,G21_14,G24_12,Z15/A01/B-G21_14/L02/S03,Z16/A01/B-G24_12/L01/S02
110169,SHELF_196,G25_15,G0_11,Z16/A02/B-G25_15/L01/S04,Z03/A01/B-G0_11/L01/S03
110170,SHELF_169,G5_8,G4_9,Z01/A04/B-G5_8/L02/S03,Z01/A03/B-G4_9/L01/S01
110171,SHELF_022,G17_13,G16_13,Z13/A02/B-G17_13/L01/S01,Z13/A01/B-G16_13/L01/S04
110172,SHELF_132,G11_10,G13_6,Z09/A02/B-G11_10/L02/S04,Z10/A01/B-G13_6/L02/S01
110173,SHELF_099,G7_13,G19_8,Z06/A01/B-G7_13/L01/S01,Z14/A01/B-G19_8/L01/S01
110174,SHELF_127,G21_12,G11_7,Z15/A01/B-G21_12/L01/S01,Z09/A02/B-G11_7/L02/S01
110175,SHELF_016,G17_9,G20_14,Z13/A02/B-G17_9/L02/S02,Z14/A02/B-G20_14/L01/S01
110176,SHELF_228,G8_12,G8_4,Z06/A02/B-G8_12/L01/S04,Z06/A02/B-G8_4/L01/S04
110177,SHELF_304,G5_12,G33_5,Z04/A04/B-G5_12/L02/S03,Z19/A04/B-G33_5/L01/S04
110178,SHELF_026,G10_15,G24_15,Z09/A01/B-G10_15/L03/S04,Z16/A01/B-G24_15/L01/S01
110179,SHELF_049,G11_14,G10_12,Z09/A02/B-G11_14/L03/S03,Z09/A01/B-G10_12/L01/S01
110180,SHELF_138,G8_12,G28_10,Z06/A02/B-G8_12/L03/S04,Z17/A02/B-G28_10/L01/S02
110181,SHELF_254,G28_14,G30_6,Z17/A02/B-G28_14/L01/S01,Z19/A01/B-G30_6/L01/S01
110182,SHELF_078,G11_14,G13_9,Z09/A02/B-G11_14/L03/S02,Z10/A01/B-G13_9/L01/S02
110185,SHELF_012,G16_15,G16_14,Z13/A01/B-G16_15/L03/S01,Z13/A01/B-G16_14/L01/S03
110186,SHELF_113,G14_14,G13_7,Z10/A02/B-G14_14/L01/S02,Z10/A01/B-G13_7/L01/S01
110187,SHELF_015,G13_10,G22_15,Z10/A01/B-G13_10/L01/S04,Z15/A02/B-G22_15/L01/S04
110189,SHELF_043,G13_14,G25_14,Z10/A01/B-G13_14/L03/S04,Z16/A02/B-G25_14/L01/S01
110190,SHELF_046,G5_14,G21_12,Z04/A04/B-G5_14/L03/S01,Z15/A01/B-G21_12/L02/S01
110191,SHELF_039,G21_15,G22_13,Z15/A01/B-G21_15/L03/S03,Z15/A02/B-G22_13/L01/S01
110192,SHELF_249,G27_14,G22_2,Z17/A01/B-G27_14/L03/S03,Z15/A02/B-G22_2/L01/S04
110193,SHELF_161,G21_14,G8_7,Z15/A01/B-G21_14/L02/S01,Z06/A02/B-G8_7/L01/S03
110194,SHELF_018,G20_14,G21_14,Z14/A02/B-G20_14/L02/S03,Z15/A01/B-G21_14/L01/S03
110195,SHELF_200,G3_9,G5_7,Z01/A02/B-G3_9/L02/S03,Z01/A04/B-G5_7/L02/S04
110196,SHELF_008,G19_10,G21_15,Z14/A01/B-G19_10/L01/S04,Z15/A01/B-G21_15/L02/S01
110197,SHELF_178,G14_10,G14_4,Z10/A02/B-G14_10/L03/S03,Z10/A02/B-G14_4/L01/S02
110198,SHELF_217,G3_10,G2_8,Z01/A02/B-G3_10/L03/S01,Z01/A01/B-G2_8/L02/S03
110199,SHELF_068,G27_14,G25_12,Z17/A01/B-G27_14/L01/S03,Z16/A02/B-G25_12/L01/S04
110200,SHELF_166,G5_15,G32_12,Z04/A04/B-G5_15/L02/S04,Z18/A03/B-G32_12/L01/S01
110201,SHELF_174,G4_9,G5_8,Z01/A03/B-G4_9/L02/S02,Z01/A04/B-G5_8/L01/S01
110204,SHELF_147,G24_14,G11_6,Z16/A01/B-G24_14/L03/S03,Z09/A02/B-G11_6/L02/S01
110205,SHELF_216,G14_13,G0_10,Z10/A02/B-G14_13/L01/S01,Z03/A01/B-G0_10/L01/S02
110208,SHELF_203,G10_8,G22_4,Z09/A01/B-G10_8/L03/S03,Z15/A02/B-G22_4/L01/S03
110209,SHELF_209,G28_14,G27_6,Z17/A02/B-G28_14/L03/S03,Z17/A01/B-G27_6/L01/S03
110210,SHELF_185,G4_10,G3_9,Z01/A03/B-G4_10/L01/S02,Z01/A02/B-G3_9/L01/S04
110211,SHELF_079,G21_13,G14_9,Z15/A01/B-G21_13/L01/S01,Z10/A02/B-G14_9/L01/S02
110212,SHELF_007,G28_15,G11_15,Z17/A02/B-G28_15/L02/S02,Z09/A02/B-G11_15/L01/S03
110214,SHELF_106,G10_13,G32_15,Z09/A01/B-G10_13/L03/S01,Z18/A03/B-G32_15/L02/S01
110215,SHELF_057,G27_15,G5_14,Z17/A01/B-G27_15/L01/S04,Z04/A04/B-G5_14/L02/S01
110216,SHELF_070,G14_13,G30_15,Z10/A02/B-G14_13/L03/S04,Z18/A01/B-G30_15/L02/S02
110217,SHELF_152,G10_9,G13_5,Z09/A01/B-G10_9/L03/S02,Z10/A01/B-G13_5/L01/S04
110218,SHELF_130,G4_10,G5_10,Z01/A03/B-G4_10/L02/S04,Z01/A04/B-G5_10/L03/S02
110219,SHELF_089,G24_14,G4_13,Z16/A01/B-G24_14/L02/S02,Z04/A03/B-G4_13/L01/S04
110220,SHELF_200,G3_10,G5_7,Z01/A02/B-G3_10/L03/S03,Z01/A04/B-G5_7/L02/S01
110221,SHELF_024,G17_15,G19_13,Z13/A02/B-G17_15/L03/S01,Z14/A01/B-G19_13/L02/S01
110222,SHELF_130,G5_10,G5_10,Z01/A04/B-G5_10/L01/S04,Z01/A04/B-G5_10/L02/S04
110223,SHELF_043,G14_12,G25_14,Z10/A02/B-G14_12/L02/S04,Z16/A02/B-G25_14/L01/S02
110224,SHELF_067,G16_14,G20_10,Z13/A01/B-G16_14/L03/S04,Z14/A02/B-G20_10/L02/S01
110225,SHELF_062,G14_15,G19_10,Z10/A02/B-G14_15/L01/S02,Z14/A01/B-G19_10/L01/S03
110226,SHELF_303,G10_10,G32_4,Z09/A01/B-G10_10/L01/S03,Z19/A03/B-G32_4/L01/S01
110227,SHELF_037,G10_15,G17_12,Z09/A01/B-G10_15/L01/S03,Z13/A02/B-G17_12/L01/S03
110228,SHELF_227,G3_9,G3_7,Z01/A02/B-G3_9/L01/S04,Z01/A02/B-G3_7/L01/S01
110229,SHELF_197,G10_12,G11_4,Z09/A01/B-G10_12/L03/S04,Z09/A02/B-G11_4/L01/S04
110230,SHELF_286,G2_15,G35_9,Z04/A01/B-G2_15/L01/S02,Z20/A01/B-G35_9/L01/S01
110231,SHELF_092,G14_15,G2_14,Z10/A02/B-G14_15/L02/S01,Z04/A01/B-G2_14/L01/S03
110232,SHELF_008,G11_15,G21_15,Z09/A02/B-G11_15/L02/S01,Z15/A01/B-G21_15/L01/S01
110233,SHELF_098,G13_15,G17_8,Z10/A01/B-G13_15/L03/S04,Z13/A02/B-G17_8/L01/S02
110234,SHELF_062,G22_14,G19_10,Z15/A02/B-G22_14/L01/S03,Z14/A01/B-G19_10/L02/S02
110236,SHELF_147,G4_13,G11_6,Z04/A03/B-G4_13/L02/S03,Z09/A02/B-G11_6/L01/S04
110239,SHELF_105,G24_12,G31_14,Z16/A01/B-G24_12/L02/S02,Z18/A02/B-G31_14/L01/S04
110241,SHELF_262,G4_8,G2_6,Z01/A03/B-G4_8/L01/S02,Z01/A01/B-G2_6/L01/S02
110242,SHELF_260,G24_12,G11_1,Z16/A01/B-G24_12/L03/S02,Z11/A02/B-G11_1/L01/S02
110243,SHELF_100,G8_12,G22_9,Z06/A02/B-G8_12/L02/S03,Z15/A02/B-G22_9/L02/S01
110246,SHELF_251,G2_9,G3_6,Z01/A01/B-G2_9/L01/S04,Z01/A02/B-G3_6/L01/S01
110248,SHELF_207,G14_9,G8_5,Z10/A02/B-G14_9/L02/S01,Z06/A02/B-G8_5/L02/S02
110250,SHELF_179,G25_12,G16_4,Z16/A02/B-G25_12/L01/S01,Z13/A01/B-G16_4/L01/S02
110251,SHELF_126,G10_14,G0_14,Z09/A01/B-G10_14/L03/S03,Z03/A01/B-G0_14/L01/S03
110252,SHELF_017,G22_15,G11_14,Z15/A02/B-G22_15/L02/S02,Z09/A02/B-G11_14/L01/S03
110253,SHELF_148,G10_14,G21_6,Z09/A01/B-G10_14/L01/S01,Z15/A01/B-G21_6/L01/S04
110254,SHELF_104,G19_15,G30_13,Z14/A01/B-G19_15/L02/S01,Z18/A01/B-G30_13/L01/S03
110255,SHELF_174,G5_10,G5_8,Z01/A04/B-G5_10/L02/S01,Z01/A04/B-G5_8/L02/S04
110256,SHELF_072,G30_15,G11_10,Z18/A01/B-G30_15/L02/S04,Z09/A02/B-G11_10/L02/S01
110257,SHELF_144,G13_8,G33_14,Z10/A01/B-G13_8/L01/S03,Z18/A04/B-G33_14/L02/S01
110258,SHELF_056,G5_12,G4_15,Z04/A04/B-G5_12/L02/S04,Z04/A03/B-G4_15/L02/S01
110259,SHELF_129,G25_12,G2_12,Z16/A02/B-G25_12/L02/S04,Z04/A01/B-G2_12/L01/S04
110261,SHELF_140,G11_9,G20_6,Z09/A02/B-G11_9/L02/S01,Z14/A02/B-G20_6/L01/S03
110262,SHELF_007,G20_15,G11_15,Z14/A02/B-G20_15/L01/S02,Z09/A02/B-G11_15/L02/S01
110263,SHELF_286,G4_13,G35_9,Z04/A03/B-G4_13/L02/S01,Z20/A01/B-G35_9/L01/S02
110265,SHELF_117,G2_13,G19_7,Z04/A01/B-G2_13/L01/S04,Z14/A01/B-G19_7/L02/S01
110266,SHELF_165,G7_12,G30_10,Z06/A01/B-G7_12/L03/S01,Z19/A01/B-G30_10/L01/S02
110267,SHELF_214,G8_15,G36_14,Z06/A02/B-G8_15/L01/S04,Z20/A02/B-G36_14/L01/S03
110268,SHELF_060,G14_9,G14_10,Z10/A02/B-G14_9/L02/S04,Z10/A02/B-G14_10/L02/S02
110269,SHELF_034,G10_10,G13_12,Z09/A01/B-G10_10/L03/S01,Z10/A01/B-G13_12/L03/S01
110270,SHELF_139,G3_14,G8_8,Z04/A02/B-G3_14/L03/S04,Z06/A02/B-G8_8/L01/S02
110273,SHELF_151,G2_15,G10_6,Z04/A01/B-G2_15/L02/S02,Z09/A01/B-G10_6/L01/S01
110274,SHELF_006,G19_15,G20_15,Z14/A01/B-G19_15/L01/S04,Z14/A02/B-G20_15/L01/S04
110276,SHELF_127,G2_13,G11_7,Z04/A01/B-G2_13/L03/S01,Z09/A02/B-G11_7/L01/S04
110278,SHELF_063,G17_13,G24_12,Z13/A02/B-G17_13/L03/S04,Z16/A01/B-G24_12/L02/S03
110282,SHELF_175,G5_14,G7_7,Z04/A04/B-G5_14/L02/S02,Z06/A01/B-G7_7/L01/S02
110283,SHELF_124,G16_14,G32_14,Z13/A01/B-G16_14/L03/S01,Z18/A03/B-G32_14/L02/S01
110284,SHELF_023,G10_15,G17_13,Z09/A01/B-G10_15/L02/S04,Z13/A02/B-G17_13/L01/S03
110285,SHELF_022,G13_14,G16_13,Z10/A01/B-G13_14/L01/S04,Z13/A01/B-G16_13/L02/S03
110286,SHELF_040,G20_14,G24_14,Z14/A02/B-G20_14/L02/S02,Z16/A01/B-G24_14/L02/S02
110289,SHELF_079,G19_13,G14_9,Z14/A01/B-G19_13/L03/S04,Z10/A02/B-G14_9/L02/S02
110290,SHELF_079,G19_10,G14_9,Z14/A01/B-G19_10/L02/S01,Z10/A02/B-G14_9/L01/S03
110291,SHELF_130,G3_10,G5_10,Z01/A02/B-G3_10/L01/S02,Z01/A04/B-G5_10/L01/S02
110292,SHELF_197,G14_12,G11_4,Z10/A02/B-G14_12/L03/S02,Z09/A02/B-G11_4/L01/S02
110293,SHELF_091,G17_13,G21_9,Z13/A02/B-G17_13/L03/S02,Z15/A01/B-G21_9/L01/S02
110294,SHELF_159,G7_15,G28_9,Z06/A01/B-G7_15/L02/S03,Z17/A02/B-G28_9/L01/S02
110295,SHELF_174,G5_7,G5_8,Z01/A04/B-G5_7/L01/S03,Z01/A04/B-G5_8/L01/S03
110296,SHELF_125,G19_12,G33_15,Z14/A01/B-G19_12/L01/S03,Z18/A04/B-G33_15/L02/S04
110297,SHELF_014,G16_13,G19_14,Z13/A01/B-G16_13/L03/S01,Z14/A01/B-G19_14/L01/S01
110298,SHELF_083,G10_14,G28_13,Z09/A01/B-G10_14/L01/S04,Z17/A02/B-G28_13/L01/S04
110299,SHELF_003,G19_15,G16_15,Z14/A01/B-G19_15/L02/S04,Z13/A01/B-G16_15/L02/S02
110300,SHELF_306,G11_9,G36_8,Z09/A02/B-G11_9/L02/S04,Z20/A02/B-G36_8/L01/S01
110301,SHELF_111,G11_14,G2_13,Z09/A02/B-G11_14/L02/S01,Z04/A01/B-G2_13/L02/S01
110302,SHELF_119,G4_14,G3_12,Z04/A03/B-G4_14/L02/S01,Z04/A02/B-G3_12/L01/S03
110303,SHELF_158,G4_13,G24_7,Z04/A03/B-G4_13/L02/S02,Z16/A01/B-G24_7/L01/S01
110305,SHELF_169,G5_10,G4_9,Z01/A04/B-G5_10/L01/S02,Z01/A03/B-G4_9/L01/S02
110306,SHELF_107,G19_14,G4_12,Z14/A01/B-G19_14/L02/S02,Z04/A03/B-G4_12/L01/S03
110307,SHELF_067,G13_10,G20_10,Z10/A01/B-G13_10/L03/S04,Z14/A02/B-G20_10/L02/S02
110308,SHELF_305,G4_12,G35_7,Z04/A03/B-G4_12/L02/S01,Z20/A01/B-G35_7/L01/S01
110309,SHELF_090,G20_12,G11_9,Z14/A02/B-G20_12/L01/S04,Z09/A02/B-G11_9/L01/S03
110310,SHELF_098,G5_14,G17_8,Z04/A04/B-G5_14/L01/S01,Z13/A02/B-G17_8/L01/S04
110311,SHELF_147,G8_13,G11_6,Z06/A02/B-G8_13/L03/S02,Z09/A02/B-G11_6/L01/S02
110313,SHELF_085,G25_15,G20_9,Z16/A02/B-G25_15/L02/S04,Z14/A02/B-G20_9/L02/S03
110314,SHELF_038,G10_10,G19_12,Z09/A01/B-G10_10/L02/S04,Z14/A01/B-G19_12/L01/S02
110316,SHELF_026,G21_15,G24_15,Z15/A01/B-G21_15/L01/S01,Z16/A01/B-G24_15/L01/S04
110317,SHELF_046,G10_14,G21_12,Z09/A01/B-G10_14/L03/S02,Z15/A01/B-G21_12/L02/S04
110319,SHELF_025,G24_14,G22_14,Z16/A01/B-G24_14/L03/S04,Z15/A02/B-G22_14/L01/S01
110322,SHELF_014,G20_12,G19_14,Z14/A02/B-G20_12/L03/S01,Z14/A01/B-G19_14/L02/S01
110323,SHELF_041,G21_15,G8_14,Z15/A01/B-G21_15/L02/S03,Z06/A02/B-G8_14/L02/S01
110324,SHELF_009,G16_13,G10_15,Z13/A01/B-G16_13/L03/S02,Z09/A01/B-G10_15/L01/S01
110325,SHELF_050,G24_15,G22_12,Z16/A01/B-G24_15/L01/S02,Z15/A02/B-G22_12/L02/S02
110326,SHELF_049,G2_15,G10_12,Z04/A01/B-G2_15/L03/S01,Z09/A01/B-G10_12/L02/S01
110328,SHELF_155,G8_14,G17_5,Z06/A02/B-G8_14/L01/S04,Z13/A02/B-G17_5/L01/S01
110329,SHELF_223,G11_12,G17_2,Z09/A02/B-G11_12/L02/S04,Z13/A02/B-G17_2/L01/S01
110332,SHELF_114,G16_8,G14_7,Z13/A01/B-G16_8/L02/S03,Z10/A02/B-G14_7/L01/S02
110333,SHELF_063,G25_15,G24_12,Z16/A02/B-G25_15/L03/S02,Z16/A01/B-G24_12/L01/S04
110335,SHELF_123,G3_15,G31_13,Z04/A02/B-G3_15/L01/S01,Z18/A02/B-G31_13/L01/S03
110336,SHELF_058,G19_15,G7_13,Z14/A01/B-G19_15/L03/S03,Z06/A01/B-G7_13/L01/S01
110338,SHELF_183,G24_13,G24_6,Z16/A01/B-G24_13/L03/S02,Z16/A01/B-G24_6/L01/S02
110339,SHELF_217,G3_9,G2_8,Z01/A02/B-G3_9/L03/S02,Z01/A01/B-G2_8/L02/S01
110341,SHELF_003,G14_10,G16_15,Z10/A02/B-G14_10/L02/S03,Z13/A01/B-G16_15/L02/S04
110342,SHELF_137,G13_12,G22_7,Z10/A01/B-G13_12/L03/S04,Z15/A02/B-G22_7/L01/S02
110343,SHELF_185,G4_10,G3_9,Z01/A03/B-G4_10/L02/S03,Z01/A02/B-G3_9/L01/S02
110344,SHELF_149,G5_9,G5_9,Z01/A04/B-G5_9/L01/S03,Z01/A04/B-G5_9/L02/S02
110346,SHELF_033,G11_14,G10_13,Z09/A02/B-G11_14/L03/S04,Z09/A01/B-G10_13/L01/S03
110347,SHELF_253,G11_13,G27_4,Z09/A02/B-G11_13/L02/S01,Z17/A01/B-G27_4/L01/S02
110348,SHELF_055,G13_12,G27_14,Z10/A01/B-G13_12/L01/S04,Z17/A01/B-G27_14/L01/S03
110349,SHELF_200,G5_9,G5_7,Z01/A04/B-G5_9/L03/S03,Z01/A04/B-G5_7/L02/S02
110350,SHELF_081,G8_14,G19_9,Z06/A02/B-G8_14/L02/S04,Z14/A01/B-G19_9/L01/S01
110351,SHELF_130,G3_10,G5_10,Z01/A02/B-G3_10/L02/S04,Z01/A04/B-G5_10/L01/S03
110353,SHELF_095,G20_14,G13_8,Z14/A02/B-G20_14/L03/S02,Z10/A01/B-G13_8/L01/S03
110354,SHELF_305,G2_14,G35_7,Z04/A01/B-G2_14/L02/S02,Z20/A01/B-G35_7/L01/S02
110355,SHELF_178,G17_9,G14_4,Z13/A02/B-G17_9/L03/S02,Z10/A02/B-G14_4/L01/S01
110356,SHELF_200,G2_10,G5_7,Z01/A01/B-G2_10/L01/S01,Z01/A04/B-G5_7/L01/S01
110357,SHELF_083,G24_15,G28_13,Z16/A01/B-G24_15/L01/S04,Z17/A02/B-G28_13/L02/S01
110358,SHELF_005,G7_15,G19_15,Z06/A01/B-G7_15/L01/S04,Z14/A01/B-G19_15/L01/S01
110360,SHELF_156,G10_13,G19_5,Z09/A01/B-G10_13/L01/S03,Z14/A01/B-G19_5/L01/S03
110361,SHELF_008,G7_15,G21_15,Z06/A01/B-G7_15/L03/S01,Z15/A01/B-G21_15/L03/S01
110362,SHELF_021,G14_14,G14_13,Z10/A02/B-G14_14/L03/S01,Z10/A02/B-G14_13/L02/S03
110363,SHELF_001,G11_12,G13_15,Z09/A02/B-G11_12/L01/S01,Z10/A01/B-G13_15/L02/S02
110368,SHELF_165,G17_10,G30_10,Z13/A02/B-G17_10/L01/S02,Z19/A01/B-G30_10/L02/S01
110370,SHELF_301,G8_12,G3_2,Z06/A02/B-G8_12/L02/S01,Z05/A02/B-G3_2/L01/S02
110374,SHELF_076,G20_12,G7_12,Z14/A02/B-G20_12/L01/S02,Z06/A01/B-G7_12/L01/S04
110377,SHELF_127,G3_15,G11_7,Z04/A02/B-G3_15/L03/S03,Z09/A02/B-G11_7/L01/S03
110378,SHELF_195,G2_10,G4_8,Z01/A01/B-G2_10/L01/S02,Z01/A03/B-G4_8/L02/S02
110379,SHELF_135,G8_13,G17_6,Z06/A02/B-G8_13/L02/S01,Z13/A02/B-G17_6/L02/S01
110380,SHELF_076,G13_14,G7_12,Z10/A01/B-G13_14/L02/S04,Z06/A01/B-G7_12/L01/S03
110381,SHELF_249,G5_14,G22_2,Z04/A04/B-G5_14/L01/S02,Z15/A02/B-G22_2/L01/S01
110382,SHELF_222,G20_13,G16_2,Z14/A02/B-G20_13/L01/S02,Z13/A01/B-G16_2/L01/S01
110385,SHELF_077,G19_15,G10_10,Z14/A01/B-G19_15/L03/S01,Z09/A01/B-G10_10/L01/S01
110386,SHELF_195,G5_10,G4_8,Z01/A04/B-G5_10/L03/S03,Z01/A03/B-G4_8/L02/S01
110387,SHELF_232,G20_8,G30_7,Z14/A02/B-G20_8/L03/S02,Z19/A01/B-G30_7/L01/S01
110388,SHELF_104,G5_13,G30_13,Z04/A04/B-G5_13/L03/S01,Z18/A01/B-G30_13/L01/S02
110390,SHELF_060,G11_15,G14_10,Z09/A02/B-G11_15/L03/S02,Z10/A02/B-G14_10/L02/S03
110391,SHELF_238,G16_13,G0_9,Z13/A01/B-G16_13/L03/S04,Z03/A01/B-G0_9/L01/S01
110392,SHELF_208,G25_12,G25_5,Z16/A02/B-G25_12/L02/S01,Z16/A02/B-G25_5/L01/S01
110393,SHELF_103,G17_13,G20_8,Z13/A02/B-G17_13/L01/S04,Z14/A02/B-G20_8/L01/S01
110394,SHELF_041,G28_15,G8_14,Z17/A02/B-G28_15/L03/S02,Z06/A02/B-G8_14/L01/S01
110395,SHELF_029,G11_13,G25_15,Z09/A02/B-G11_13/L01/S02,Z16/A02/B-G25_15/L01/S02
110397,SHELF_003,G4_15,G16_15,Z04/A03/B-G4_15/L01/S03,Z13/A01/B-G16_15/L02/S03
110398,SHELF_060,G22_14,G14_10,Z15/A02/B-G22_14/L02/S02,Z10/A02/B-G14_10/L01/S04
110401,SHELF_028,G20_13,G20_13,Z14/A02/B-G20_13/L03/S02,Z14/A02/B-G20_13/L01/S01
110404,SHELF_316,G28_13,G2_1,Z17/A02/B-G28_13/L01/S04,Z05/A01/B-G2_1/L01/S01
110407,SHELF_088,G22_9,G31_15,Z15/A02/B-G22_9/L01/S02,Z18/A02/B-G31_15/L01/S01
110412,SHELF_209,G27_15,G27_6,Z17/A01/B-G27_15/L03/S04,Z17/A01/B-G27_6/L01/S02
110417,SHELF_056,G20_15,G4_15,Z14/A02/B-G20_15/L02/S01,Z04/A03/B-G4_15/L01/S02
110418,SHELF_081,G19_15,G19_9,Z14/A01/B-G19_15/L03/S02,Z14/A01/B-G19_9/L01/S02
110419,SHELF_026,G11_15,G24_15,Z09/A02/B-G11_15/L01/S02,Z16/A01/B-G24_15/L01/S02
110420,SHELF_271,G20_9,G31_6,Z14/A02/B-G20_9/L01/S04,Z19/A02/B-G31_6/L01/S03
110422,SHELF_029,G14_9,G25_15,Z10/A02/B-G14_9/L01/S01,Z16/A02/B-G25_15/L03/S01
110423,SHELF_042,G8_12,G20_12,Z06/A02/B-G8_12/L02/S04,Z14/A02/B-G20_12/L02/S01
110424,SHELF_305,G10_9,G35_7,Z09/A01/B-G10_9/L03/S01,Z20/A01/B-G35_7/L01/S04
110426,SHELF_015,G7_14,G22_15,Z06/A01/B-G7_14/L03/S03,Z15/A02/B-G22_15/L01/S03
110428,SHELF_174,G3_8,G5_8,Z01/A02/B-G3_8/L03/S04,Z01/A04/B-G5_8/L01/S04
110429,SHELF_303,G19_9,G32_4,Z14/A01/B-G19_9/L01/S01,Z19/A03/B-G32_4/L01/S02
110431,SHELF_168,G14_8,G35_15,Z10/A02/B-G14_8/L01/S01,Z20/A01/B-G35_15/L01/S03
110432,SHELF_078,G10_13,G13_9,Z09/A01/B-G10_13/L03/S04,Z10/A01/B-G13_9/L01/S01
110433,SHELF_118,G22_15,G22_8,Z15/A02/B-G22_15/L02/S04,Z15/A02/B-G22_8/L01/S02
110434,SHELF_111,G10_9,G2_13,Z09/A01/B-G10_9/L01/S03,Z04/A01/B-G2_13/L01/S03
110435,SHELF_276,G17_10,G0_7,Z13/A02/B-G17_10/L01/S04,Z03/A01/B-G0_7/L01/S01
110436,SHELF_009,G19_14,G10_15,Z14/A01/B-G19_14/L01/S03,Z09/A01/B-G10_15/L01/S04
110437,SHELF_145,G4_9,G4_10,Z01/A03/B-G4_9/L01/S04,Z01/A03/B-G4_10/L01/S03
110438,SHELF_278,G2_9,G2_5,Z01/A01/B-G2_9/L01/S02,Z01/A01/B-G2_5/L01/S01
110439,SHELF_211,G25_14,G31_9,Z16/A02/B-G25_14/L03/S01,Z19/A02/B-G31_9/L01/S02
110440,SHELF_049,G14_13,G10_12,Z10/A02/B-G14_13/L01/S02,Z09/A01/B-G10_12/L01/S03
110441,SHELF_129,G31_14,G2_12,Z18/A02/B-G31_14/L02/S04,Z04/A01/B-G2_12/L01/S01
110442,SHELF_076,G17_9,G7_12,Z13/A02/B-G17_9/L03/S01,Z06/A01/B-G7_12/L01/S02
110443,SHELF_266,G19_9,G28_4,Z14/A01/B-G19_9/L01/S03,Z17/A02/B-G28_4/L01/S01
110444,SHELF_091,G8_14,G21_9,Z06/A02/B-G8_14/L03/S02,Z15/A01/B-G21_9/L01/S01
110445,SHELF_159,G11_10,G28_9,Z09/A02/B-G11_10/L03/S04,Z17/A02/B-G28_9/L02/S01
110446,SHELF_099,G30_15,G19_8,Z18/A01/B-G30_15/L02/S02,Z14/A01/B-G19_8/L01/S04
110447,SHELF_220,G28_12,G13_2,Z17/A02/B-G28_12/L01/S01,Z12/A01/B-G13_2/L01/S02
